"language","value","translation"
"he","שהגבר","the man"
"he","שהגיע","that came"
"he","שהגעה","you arrived"
"he","שהגעתי","i have reached"
"he","שהה","stay"
"he","שהוד","destroyed"
"he","שהזמן","that time"
"he","שהזמנה","the order"
"he","שהחוק","that the law"
"he","שהחלק","that the part"
"he","שהיה","was"
"he","שהייה","that was"
"he","שהייתה","that was"
"he","שהכול","that everything"
"he","שהכיר","who knew"
"he","שהכן","that is"
"he","שהכנס","that the conference"
"he","שהלב","that the heart"
"he","שהלך","who went"
"he","שהלכה","that went"
"he","שהמצאתי","i have invited"
"he","שהסוכן","the agent"
"he","שהעניין","that the matter"
"he","שהפך","that became"
"he","שהפכה","that became"
"he","שהפסק","who stopped"
"he","שהפצצה","that the bomb"
"he","שהצטרפה","that joined"
"he","שהציל","saved"
"he","שהצלתי","i was my choice"
"he","שהראש","that head"
"he","שהרג","killed"
"he","שהרגה","that killed"
"he","שהרווחה","welfare"
"he","שהרוח","that the wind"
"he","שהרס","destroyed"
"he","שהשאר","that the rest"
"he","שהשותף","that the partner"
"he","שהשיחה","the conversation"
"he","שהשיער","the hair"
"he","שהשם","the name"
"he","שהשמש","that the sun"
"he","שהתחיל","started"
"he","שהתחלתי","i started"
"he","שהתחתן","who married"
"he","שהתיק","the bag"
"he","שהתכוונה","intended"
"he","שהתנהג","behaved"
"he","שהתקשר","called"
"he","שהתרחש","that took place"
"he","שובב","naughty"
"he","שובר","voucher"
"he","שוגר","sugar"
"he","שוד","robbery"
"he","שודד","robber"
"he","שווה","equal"
"he","שווי","value"
"he","שוויון","equality"
"he","שוויל","shawl"
"he","שוח","shows"
"he","שוחה","pit"
"he","שוחח","talk to"
"he","שוחרר","released"
"he","שוט","whip"
"he","שוטה","fool"
"he","שוטט","wandering"
"he","שוטר","cop"
"he","שוכב","lying"
"he","שוכח","forgets"
"he","שוכן","situated"
"he","שוכנע","was persuaded"
"he","שוכר","tenant"
"he","שול","shiddl"
"he","שולחן","table"
"he","שולט","controls"
"he","שולטה","bulk"
"he","שולי","marginal"
"he","שולל","deceived"
"he","שולם","paid up"
"he","שומה","assessment"
"he","שומן","fat"
"he","שומעה","you hear"
"he","שומר","guard"
"he","שונאות","hated"
"he","שונה","different"
"he","שועל","fox"
"he","שוער","goalkeeper"
"he","שופט","judge"
"he","שופע","abundant"
"he","שוק","street market"
"he","שוקל","weighs"
"he","שוקע","sinking"
"he","שור","bull"
"he","שורדי","shurdie"
"he","שורה","row"
"he","שורטי","shorty"
"he","שורף","burning"
"he","שורץ","teeming"
"he","שורש","root"
"he","שושלת","dynasty"
"he","שות","thank"
"he","שותף","partner"
"he","שותפה","partner"
"he","שותפות","partnership"
"he","שותק","silent"
"he","שזז","that moved"
"he","שזכה","that won"
"he","שזקוק","that needs"
"he","שחד","bribe"
"he","שחוק","worn"
"he","שחור","black"
"he","שחורה","black"
"he","שחושב","that thinks"
"he","שחושבת","you think"
"he","שחזור","reconstruction"
"he","שחזר","restore"
"he","שחייב","shearing"
"he","שחייה","swimming"
"he","שחיים","who live"
"he","שחיכה","who waited"
"he","שחיפשה","that you were looking for"
"he","שחיתות","corruption"
"he","שחלם","wished"
"he","שחסר","lacked"
"he","שחץ","arrogance"
"he","שחקים","sketches"
"he","שחקן","player"
"he","שחר","dawn"
"he","שחרור","release"
"he","שחרר","release"
"he","שחשב","has thought"
"he","שחשבת","you thought"
"he","שחת","hay"
"he","שטה","shat"
"he","שטוח","flat"
"he","שטום","tom"
"he","שטוף","washed"
"he","שטות","nonsense"
"he","שטח","area"
"he","שטיח","rug"
"he","שטיפה","washing"
"he","שטן","devil"
"he","שטף","flux"
"he","שטרה","police"
"he","שיא","record"
"he","שיבוא","to come"
"he","שיבוט","cloning"
"he","שיבולת","oatmeal"
"he","שיבוש","disruption"
"he","שיבש","disrupted"
"he","שיגור","launch"
"he","שיגיד","to say"
"he","שיגיע","to come"
"he","שיגן","shield"
"he","שיגעון","madness"
"he","שידבר","shiffon"
"he","שידוך","matchmaking"
"he","שידור","broadcast"
"he","שידע","knew"
"he","שידעה","you knew"
"he","שידר","shifron"
"he","שיה","xia"
"he","שיהרוג","sharlic"
"he","שיוביל","showing"
"he","שיווי","omit"
"he","שיווק","marketing"
"he","שיורד","descending"
"he","שיושב","sitting"
"he","שיזדיין","sheardock"
"he","שיזוף","tanning"
"he","שיח","discourse"
"he","שיחה","call"
"he","שיחק","played"
"he","שיחקה","played"
"he","שיט","sailing"
"he","שיטה","method"
"he","שיטפל","i'll take care of"
"he","שיי","shea"
"he","שיידרש","to be required"
"he","שייך","belongs"
"he","שייכות","belonging"
"he","שייק","shake"
"he","שייקח","to take"
"he","שיירה","sira"
"he","שיכול","that can"
"he","שיכור","drunk"
"he","שיכורה","drunk"
"he","שיכל","i could"
"he","שילוב","combination"
"he","שילם","paid"
"he","שילמה","paid"
"he","שילמת","you paid"
"he","שימה","putting"
"he","שימוע","hearing"
"he","שימור","conservation"
"he","שימוש","using"
"he","שימושי","useful"
"he","שימח","shipted to"
"he","שימצא","shimcha"
"he","שימר","shimmer"
"he","שימש","was used"
"he","שימשו","were used"
"he","שינה","sleep"
"he","שינוי","change"
"he","שיניים","teeth"
"he","שינסה","sign up"
"he","שיעבור","shake"
"he","שיעול","cough"
"he","שיעור","rate"
"he","שיעלה","to cost"
"he","שיעצור","stop"
"he","שיער","hair"
"he","שיערך","health"
"he","שיעשה","will do"
"he","שיפגע","injured"
"he","שיפוט","jurisdiction"
"he","שיפוץ","renovation"
"he","שיפור","improving"
"he","שיפר","shiffer"
"he","שיצאה","who went out"
"he","שיציל","shale"
"he","שיצר","shaker"
"he","שיצרת","you created"
"he","שיק","chic"
"he","שיקוי","potion"
"he","שיקול","consideration"
"he","שיקום","rehabilitation"
"he","שיקח","shaker"
"he","שיקף","share"
"he","שיקר","lied to"
"he","שיקרא","shall we read"
"he","שיקרה","to happen"
"he","שיר","a poem"
"he","שיראה","shirea"
"he","שירה","poetry"
"he","שירו","shiro"
"he","שירות","service"
"he","שירית","song"
"he","שירלי","shirley"
"he","שירצה","who wants"
"he","שירת","served"
"he","שישב","sitting"
"he","שישים","sixty"
"he","שישלח","to send"
"he","שישמור","sheep"
"he","שיתוף","sharing"
"he","שיתוק","paralysis"
"he","שיתן","resize"
"he","שיתף","shared"
"he","שיתקשר","to call"
"he","שכב","lie"
"he","שכבה","layer"
"he","שכה","thug"
"he","שכוח","forgotten"
"he","שכונה","neighborhood"
"he","שכונות","neighborhoods"
"he","שכח","forgot"
"he","שכחה","forgetfulness"
"he","שכחי","kiss"
"he","שכיבה","lying"
"he","שכיח","common"
"he","שכיר","employee"
"he","שכירות","rent"
"he","שככה","subsided"
"he","שכם","shoulder"
"he","שכמו","that as"
"he","שכמוך","you wote"
"he","שכמות","square"
"he","שכן","neighbor"
"he","שכנוע","persuasion"
"he","שכנע","convinced"
"he","שכנעה","persuaded"
"he","שכסף","that money"
"he","שכעת","for now"
"he","שכר","wage"
"he","שכרגע","that at the moment"
"he","שכרה","hired"
"he","שכתב","who wrote"
"he","שלב","stage"
"he","שלד","skeleton"
"he","שלום","peace"
"he","שלוקח","that takes"
"he","שלוש","three"
"he","שלושה","three"
"he","שלושים","thirty"
"he","שלח","send"
"he","שלחי","senders"
"he","שלט","remote"
"he","שלטון","government"
"he","שליח","delivery person"
"he","שליחות","mission"
"he","שליט","ruler"
"he","שליטה","control"
"he","שלילי","negative"
"he","שליליות","negative"
"he","שלילית","negative"
"he","שלימד","taught"
"he","שלימדה","taught"
"he","שליש","a third"
"he","שלישייה","threesome"
"he","שלל","loot"
"he","שלם","whole"
"he","שלמה","shlomo"
"he","שלמות","integrity"
"he","שלף","stubble"
"he","שלקח","who took"
"he","שלשול","diarrhea"
"he","שלשום","the day before yesterday"
"he","שמאל","left"
"he","שמאלה","left"
"he","שמאלית","left"
"he","שמדבר","that speaks"
"he","שמה","her name"
"he","שמונע","that prevents"
"he","שמועה","rumor"
"he","שמוק","dick"
"he","שמורה","reserve"
"he","שמורת","reserve"
"he","שמח","happy"
"he","שמחה","joy"
"he","שמחכים","that await"
"he","שמחפשים","that are looking for"
"he","שמיים","sky"
"he","שמיכה","blanket"
"he","שמים","sky"
"he","שמירה","keeping"
"he","שמכיר","who knows"
"he","שמכר","selling"
"he","שמלה","dress"
"he","שממ","shear"
"he","שמן","oil"
"he","שמנה","fat"
"he","שמנות","obesity"
"he","שמני","oils"
"he","שמסביב","surrounding"
"he","שמסביר","who explains"
"he","שמסתובב","that turns"
"he","שמע","audio"
"he","שמעה","she heard"
"he","שמעי","singer"
"he","שמץ","trace"
"he","שמצאתי","i found"
"he","שמר","kept"
"he","שמרגיש","that feels"
"he","שמש","sun"
"he","שמתחשק","washing"
"he","שנא","hated"
"he","שנאה","hate"
"he","שנאו","hated"
"he","שנאתי","i hated"
"he","שנבדוק","checked"
"he","שנבוא","that was coming"
"he","שנגיע","let's get"
"he","שנגלה","expressed"
"he","שנגמר","run out"
"he","שנגרם","caused"
"he","שנדבר","spoken"
"he","שנדמה","it seems to"
"he","שנדע","we think"
"he","שנה","sleep"
"he","שנהג","used to"
"he","שנהגה","used to"
"he","שנהרוג","that kills"
"he","שנוח","convenient"
"he","שנולד","born"
"he","שנולדה","that was born"
"he","שנותן","that gives"
"he","שנזוז","shenzuz"
"he","שנחזור","we will return"
"he","שנחכה","we wait"
"he","שנחשוב","we will think"
"he","שני","crimson"
"he","שנייה","second"
"he","שניכם","you both"
"he","שניסע","that traveled"
"he","שניפגש","we'll meet"
"he","שניקח","i'm taking"
"he","שנית","secondly"
"he","שנכניס","shelter"
"he","שנכנס","incoming"
"he","שנלחם","fighting"
"he","שנלך","we'll go"
"he","שנמצאה","founded"
"he","שנמשיך","we will continue"
"he","שננסה","we will try"
"he","שנסי","shenny"
"he","שנעבוד","we will work"
"he","שנעבור","shaking"
"he","שנעזב","left out"
"he","שנעזור","we'll help"
"he","שנעלה","footwear"
"he","שנעלם","humpt"
"he","שנעלמה","has disappeared"
"he","שנעצור","we will stop"
"he","שנפגיש","affected"
"he","שנצטרך","we'll have"
"he","שנצליח","succeeded in"
"he","שנרצה","we want"
"he","שנשארה","who remained"
"he","שנשמע","that sounded"
"he","שנת","year"
"he","שנתה","shine"
"he","שנתחיל","we'll start"
"he","שנתי","annual"
"he","שנתית","annual"
"he","שנתן","gave"
"he","שנתקלתי","i have encountered"
"he","שנתקשר","called"
"he","שנתראה","looked"
"he","שסבא","grandfather"
"he","שסה","shasa"
"he","שסוף","finally"
"he","שסיים","graded"
"he","שסיימת","you've finished"
"he","שסיפר","who told"
"he","שסתום","valve"
"he","שעבדה","who worked"
"he","שעבדו","who worked"
"he","שעבדתי","i worked"
"he","שעבר","past"
"he","שעברה","last"
"he","שעדיף","that's better"
"he","שעה","hour"
"he","שעובד","that works"
"he","שעווה","wax"
"he","שעון","watch"
"he","שעזב","he left"
"he","שעזבה","you left"
"he","שעזר","helped"
"he","שעיר","hairy"
"he","שעל","about"
"he","שעלה","immigrated"
"he","שעלי","i have"
"he","שעלייך","you got to you"
"he","שעליך","you need"
"he","שעמדה","standing"
"he","שעמדתי","i was standing"
"he","שען","watchmaker"
"he","שעצר","that stopped"
"he","שער","gate"
"he","שערה","hair"
"he","שערורייה","scandal"
"he","שעשה","made"
"he","שעשוע","amusement"
"he","שפה","language"
"he","שפט","shoot"
"he","שפיות","sanity"
"he","שפיכות","shedding"
"he","שפך","estuary"
"he","שפל","low tide"
"he","שפלה","lowland"
"he","שפע","abundance"
"he","שפעה","multitude"
"he","שפשף","rubbed"
"he","שציפה","expected"
"he","שצריך","needed"
"he","שקד","almond"
"he","שקוע","immersed"
"he","שקועה","submerged"
"he","שקוף","clear"
"he","שקור","that is called"
"he","שקט","quiet"
"he","שקטה","quiet"
"he","שקיווה","who hoped"
"he","שקיות","bags"
"he","שקיימה","who held"
"he","שקית","bag"
"he","שקל","nis"
"he","שקלתי","i considered"
"he","שקנה","bought"
"he","שקע","socket"
"he","שקר","a lie"
"he","שקרן","liar"
"he","שראש","shear"
"he","שרד","survived"
"he","שרדה","survived"
"he","שרואה","shara"
"he","שרודף","chasing"
"he","שרוול","sleeve"
"he","שרוי","soaked"
"he","שרות","service"
"he","שריד","remnant"
"he","שריון","armor"
"he","שריטה","scratch"
"he","שריל","cheryl"
"he","שרימפס","shrimp"
"he","שריף","sheriff"
"he","שריפה","burning"
"he","שריקה","whistle"
"he","שריר","muscle"
"he","שרירי","muscular"
"he","שרלוט","charlotte"
"he","שרלוק","sherlock"
"he","שרמוטה","slut"
"he","שרף","resin"
"he","שרפת","burning"
"he","שרץ","shreene"
"he","שרצה","shome"
"he","שרצחה","crowned"
"he","שרשרת","chain"
"he","שרת","server"
"he","ששווה","worthy"
"he","ששילם","paid"
"he","ששים","sixty"
"he","ששל","shall"
"he","ששלחה","that sent"
"he","ששלי","shine"
"he","ששמע","who heard"
"he","ששן","sheen"
"he","ששתיכן","that you've broken"
"he","שתאבד","you lose"
"he","שתאהבי","you love"
"he","שתאמין","you believe"
"he","שתבדוק","to check"
"he","שתבוא","that will come"
"he","שתביאי","that you bring"
"he","שתבקש","you will ask for"
"he","שתגיע","getting"
"he","שתגיעי","i'm sorry"
"he","שתגלה","that will reveal"
"he","שתגע","you touch"
"he","שתגרום","that will cause"
"he","שתדאג","you worry"
"he","שתדבר","you'll talk"
"he","שתדע","you know"
"he","שתדעי","you know"
"he","שתה","drinking"
"he","שתהיי","shall be"
"he","שתהרוג","that will kill"
"he","שתוי","drunk"
"he","שתוכלי","you can"
"he","שתוק","shut"
"he","שתחזור","you will return"
"he","שתחכה","that you wait"
"he","שתחשבי","that you think"
"he","שתחשוב","you'll think"
"he","שתטפל","taking care"
"he","שתי","two"
"he","שתייה","beverage"
"he","שתיכן","the two of them"
"he","שתיקה","silence"
"he","שתיקח","you'll take"
"he","שתיקחי","putup"
"he","שתכיר","you will recognize"
"he","שתכנן","plan"
"he","שתל","graft"
"he","שתלך","to go"
"he","שתמה","plucked"
"he","שתמצא","you find"
"he","שתמשיך","proceeded"
"he","שתן","urine"
"he","שתנסה","to try"
"he","שתסכים","you agree"
"he","שתעזבי","you leave"
"he","שתעזור","to help"
"he","שתעלה","that will rise"
"he","שתענה","you answer"
"he","שתעצור","to stop"
"he","שתעשה","you will"
"he","שתעשי","you do"
"he","שתפגשי","to meet"
"he","שתפס","caught"
"he","שתפתח","you open"
"he","שתצא","you go out"
"he","שתצטרך","you'll need"
"he","שתצליח","you will succeed"
"he","שתצליחי","shopping"
"he","שתק","matched"
"he","שתקבל","you'll get"
"he","שתקבלי","considered"
"he","שתקחי","you'll take"
"he","שתקי","shake"
"he","שתקנה","stomach"
"he","שתקשיב","listen"
"he","שתראה","you'll see"
"he","שתראו","you'll see"
"he","שתראי","to see"
"he","שתרגיש","you will feel"
"he","שתרצה","you want"
"he","שתרצי","you want"
"he","שתשב","to sit"
"he","שתשימי","shear"
"he","שתשמור","you will save"
"he","שתשמע","you hear"
"he","שתשמעי","that will hear"
"he","שתשנה","that you change"
"he","שתשקול","that will consider"
"he","שתתחיל","you'll start"
"he","שתתחילי","you start"
"he","שתתקשר","you'll call"
"he","תאבד","you lose"
"he","תאגידים","corporations"
"he","תאהב","love"
"he","תאו","bison"
"he","תאום","twin"
"he","תאומה","twin"
"he","תאונה","accident"
"he","תאורה","lighting"
"he","תאוריה","theory"
"he","תאורית","thorory"
"he","תאז","dazz"
"he","תאט","gathering"
"he","תאכל","eat"
"he","תאם","match"
"he","תאמין","have faith"
"he","תאמן","thermal"
"he","תאמר","tamer"
"he","תאסוף","gather"
"he","תאר","describe"
"he","תארגן","will organize"
"he","תארוז","theater"
"he","תאריך","date"
"he","תבדוק","check out"
"he","תבדקו","check out"
"he","תבדקי","check out"
"he","תבוא","come"
"he","תבואי","come"
"he","תבונה","reason"
"he","תבוסה","defeat"
"he","תבזבז","waste"
"he","תבחר","you choose"
"he","תבטיח","promise"
"he","תבטל","cancel"
"he","תביאו","bring"
"he","תביאי","bristle"
"he","תביט","look"
"he","תבין","you will understand"
"he","תביעה","claim"
"he","תביעת","claim"
"he","תבכה","cry"
"he","תבלה","bell"
"he","תבנית","pattern"
"he","תבע","sued"
"he","תבצע","make"
"he","תבקש","will ask"
"he","תברח","run away"
"he","תברר","i'll find out"
"he","תבשיל","stew"
"he","תגבורת","reinforcement"
"he","תגביר","will increase"
"he","תגובה","comment"
"he","תגור","you'll live"
"he","תגיד","say"
"he","תגיע","arrive"
"he","תגל","discover"
"he","תגלגל","generate"
"he","תגלה","find out"
"he","תגלית","discovery"
"he","תגן","we'll setup"
"he","תגנוב","steal"
"he","תגע","touch"
"he","תגעגע","miss"
"he","תדאג","worry"
"he","תדחוף","stokes"
"he","תדחפ","stick"
"he","תדיר","frequent"
"he","תדמית","image"
"he","תדע","will know"
"he","תדפוק","thread"
"he","תדר","frequency"
"he","תדריך","briefing"
"he","תהה","he wondered"
"he","תהי","thin"
"he","תהיו","you'll be"
"he","תהילה","glory"
"he","תהליך","process"
"he","תהנה","have fun"
"he","תהסס","hope hesitated"
"he","תהפך","flip"
"he","תהרג","be killed"
"he","תהרגו","be killed"
"he","תהרוג","kill"
"he","תהרס","happy"
"he","תואיל","whilst"
"he","תואמ","matching"
"he","תואמה","compatible"
"he","תואר","degree"
"he","תוארל","across"
"he","תוביל","would lead to"
"he","תובנה","insight"
"he","תובע","prosecutor"
"he","תודה","thanks"
"he","תודיע","will announce"
"he","תודעה","consciousness"
"he","תוהה","wondering"
"he","תוו","compare"
"he","תוודא","make sure"
"he","תוודאו","make sure"
"he","תווית","label"
"he","תווך","brokerage"
"he","תוותר","will give up"
"he","תוח","tune"
"he","תוחלת","expectation"
"he","תויהל","pour"
"he","תוך","within"
"he","תוכן","content"
"he","תוכנה","software"
"he","תוכנית","plan"
"he","תוכנן","designed"
"he","תול","divide"
"he","תולדה","sequel"
"he","תולה","hangs"
"he","תולע","worm"
"he","תולעת","worm"
"he","תום","tom"
"he","תומך","supporter"
"he","תומפסון","thompson"
"he","תוספת","extension"
"he","תועה","stray"
"he","תועיל","anymore"
"he","תועלת","benefit"
"he","תוף","drum"
"he","תופה","types"
"he","תופס","catches"
"he","תופעה","phenomenon"
"he","תוצאה","outcome"
"he","תוציא","will take out"
"he","תוציאו","take out"
"he","תוצר","product"
"he","תוצרת","produce"
"he","תוקן","fixed"
"he","תוקף","validity"
"he","תוקפה","an attacker"
"he","תוקפן","aggressor"
"he","תוקפנות","aggression"
"he","תור","turn"
"he","תורגם","translated"
"he","תורה","bible"
"he","תוריד","take off"
"he","תורך","your turn"
"he","תורן","mast"
"he","תושב","resident"
"he","תושייה","resourceful"
"he","תות","strawberry"
"he","תותח","cannon"
"he","תזדיין","fuck"
"he","תזדקק","you will need"
"he","תזדקקי","you'll need"
"he","תזדרז","hurry up"
"he","תזה","thesis"
"he","תזהה","identify"
"he","תזהר","watch out"
"he","תזוז","move out"
"he","תזוזה","move"
"he","תזיז","move"
"he","תזיק","hold"
"he","תזכורת","reminder"
"he","תזכיר","memo"
"he","תזכר","reminder"
"he","תזמון","timing"
"he","תזמורת","orchestra"
"he","תזמין","order"
"he","תזרקו","through"
"he","תזרקי","throw"
"he","תחבולה","trick"
"he","תחבורה","transportation"
"he","תחבושת","bandage"
"he","תחביב","hobby"
"he","תחבר","connect"
"he","תחום","domain"
"he","תחושה","feel"
"he","תחזוק","maintenance"
"he","תחזור","come back"
"he","תחזיקו","hold"
"he","תחזיקי","hold"
"he","תחזיר","returns"
"he","תחזירו","return"
"he","תחזית","forecast"
"he","תחזר","recreated"
"he","תחטוף","take"
"he","תחייה","revival"
"he","תחייך","smile"
"he","תחילה","first"
"he","תחכה","wait"
"he","תחכו","wait"
"he","תחל","primer"
"he","תחמוצת","oxide"
"he","תחמושת","munitions"
"he","תחמם","warmed"
"he","תחנה","station"
"he","תחסוך","save"
"he","תחפושת","costume"
"he","תחפש","look for"
"he","תחקיר","debriefing"
"he","תחקר","research"
"he","תחרות","competition"
"he","תחרותי","competitive"
"he","תחרפן","logan"
"he","תחשב","think"
"he","תחשוף","reveal"
"he","תחתום","single"
"he","תחתון","lower"
"he","תחתוני","panties"
"he","תחתית","bottom"
"he","תחתם","under them"
"he","תטעה","inflammation"
"he","תטפל","take care of"
"he","תיא","daddy"
"he","תיאבון","appetite"
"he","תיאה","thea"
"he","תיאודור","theodore"
"he","תיאור","description"
"he","תיאורטי","theoretical"
"he","תיאורטית","theoretical"
"he","תיאוריה","theory"
"he","תיאורית","theory"
"he","תיאטרון","theater"
"he","תיאם","the coordinator"
"he","תיאר","described"
"he","תיארת","described"
"he","תיבה","box"
"he","תיגע","touch"
"he","תיז","thiege"
"he","תיזהר","be careful"
"he","תייה","tia"
"he","תייחס","will refer to"
"he","תייר","tourist"
"he","תיכון","high school"
"he","תיכנס","get in"
"he","תיכף","reference"
"he","תיל","wire"
"he","תימשך","will last"
"he","תינוק","baby"
"he","תיעלב","offend"
"he","תיפול","fall"
"he","תיפטר","get up"
"he","תיק","bag"
"he","תיקו","draw"
"he","תיקון","fix"
"he","תיקח","take"
"he","תיקי","handbags"
"he","תיקן","roach"
"he","תיקנת","corrected"
"he","תיר","thirty"
"he","תירא","tira"
"he","תירה","shoot"
"he","תירוץ","excuse"
"he","תירס","corn"
"he","תישאר","stay"
"he","תיתן","you will give"
"he","תכבד","dead"
"he","תכבה","turn off"
"he","תכה","will hit"
"he","תכוון","will mean"
"he","תכולת","contents"
"he","תכונה","attribute"
"he","תכין","prepare"
"he","תכיר","recognize"
"he","תכלית","purpose"
"he","תכנון","planning"
"he","תכני","content"
"he","תכניס","insert"
"he","תכנן","plan"
"he","תכננה","planned"
"he","תכננת","you planned"
"he","תכנס","conference"
"he","תכסה","cover"
"he","תכסיס","ploy"
"he","תכעס","ahat"
"he","תכף","copy"
"he","תכריח","will make"
"he","תכשיט","jewel"
"he","תלבושת","outfit"
"he","תלבש","wear"
"he","תלוי","dependent"
"he","תלוייה","its dependent"
"he","תלונה","complaint"
"he","תליון","pendant"
"he","תלך","go"
"he","תלכו","go"
"he","תלמד","you will learn"
"he","תלמיד","pupil"
"he","תלמידה","a student"
"he","תלש","ripped off"
"he","תלת","three"
"he","תמאב","thumb"
"he","תמהר","hurry up"
"he","תמודד","an appointment"
"he","תמונה","image"
"he","תמונת","image"
"he","תמורה","change"
"he","תמות","die"
"he","תמותה","mortality"
"he","תמותי","mothered"
"he","תמחק","delete"
"he","תמיד","always"
"he","תמיכה","support"
"he","תמים","innocent"
"he","תמימה","blue"
"he","תמימות","innocence"
"he","תמיסה","a solution"
"he","תמך","support"
"he","תמצאי","will find"
"he","תמצוץ","shiny"
"he","תמצית","essence"
"he","תמקד","turn on"
"he","תמרה","tamara"
"he","תמרון","maneuver"
"he","תמשוך","will attract"
"he","תמתין","plank"
"he","תנאי","terms of"
"he","תנגן","plays"
"he","תנהג","will behave"
"he","תנודה","oscillation"
"he","תנוח","rest"
"he","תנומה","nap"
"he","תנועה","movement"
"he","תנור","oven"
"he","תנחומי","condolences"
"he","תנחש","guess"
"he","תני","give"
"he","תניח","go"
"he","תנין","alligator"
"he","תנך","bible"
"he","תנמיך","keep it down"
"he","תנס","hans"
"he","תנעל","lock"
"he","תנצל","take advantage of"
"he","תנקה","clean"
"he","תנתקי","discussed"
"he","תסביך","complex"
"he","תסביר","explain"
"he","תסגור","close"
"he","תסגיר","close"
"he","תסגר","shut up"
"he","תסדר","settling"
"he","תסובב","get around"
"he","תסיר","remove"
"he","תסכים","you will agree"
"he","תסלח","excuse"
"he","תסמוך","trust"
"he","תסמונת","syndrome"
"he","תסמין","symptom"
"he","תספור","navigation"
"he","תספורת","haircut"
"he","תספר","tell"
"he","תסריט","script"
"he","תסתבך","getting on"
"he","תסתדר","get out"
"he","תסתובב","get around"
"he","תסתום","class"
"he","תסתכל","look"
"he","תסתלק","get out"
"he","תסתלקו","get out"
"he","תעבד","will process"
"he","תעבוד","work"
"he","תעביר","will pass"
"he","תעבר","explore"
"he","תעדו","documented"
"he","תעדכן","update"
"he","תעודה","diploma"
"he","תעוף","fly off"
"he","תעופה","aviation"
"he","תעז","dare"
"he","תעזב","way"
"he","תעזבו","leave"
"he","תעזוב","leave"
"he","תעזור","help"
"he","תעזר","helped"
"he","תעיז","dare"
"he","תעיף","sick"
"he","תעיר","wake"
"he","תעל","cancel"
"he","תעלומה","mystery"
"he","תעלות","channels"
"he","תעלם","disable"
"he","תעלת","canal"
"he","תעמוד","stand up"
"he","תעמולה","propaganda"
"he","תעמיד","pretend"
"he","תענה","answer"
"he","תענו","answer"
"he","תענוגות","pleasures"
"he","תעניין","we'll place"
"he","תעסוקה","employment"
"he","תעצור","stop"
"he","תעצר","stop"
"he","תעקבו","to follow"
"he","תעקוב","complace"
"he","תערובת","mixture"
"he","תערוכה","exhibition"
"he","תערוכת","exhibition"
"he","תעש","made"
"he","תעשייה","industry"
"he","תעשייתי","industrial"
"he","תעשית","industry"
"he","תפגע","would hurt"
"he","תפגש","you'll meet"
"he","תפוז","orange"
"he","תפוח","an apple"
"he","תפוסה","tonnage"
"he","תפוצץ","bells"
"he","תפחד","be afraid"
"he","תפטר","tap"
"he","תפיל","drift"
"he","תפילה","prayer"
"he","תפיסה","perception"
"he","תפירה","sewing"
"he","תפנית","turn"
"he","תפס","catch"
"he","תפסה","caught"
"he","תפסיד","lose"
"he","תפסיקו","stop"
"he","תפסיקי","stop"
"he","תפסן","catcher"
"he","תפספס","miss"
"he","תפסת","caught"
"he","תפעיל","start"
"he","תפקד","function"
"he","תפקוד","functioning"
"he","תפקיד","role"
"he","תפקידים","roles"
"he","תפקידך","your role"
"he","תפר","seam"
"he","תפריט","menu"
"he","תפתור","you'll resolve"
"he","תפתח","open"
"he","תצאי","get out"
"he","תצוגה","display"
"he","תצחק","will laugh"
"he","תצחקי","will laugh"
"he","תצטער","you'll regret"
"he","תצטרך","you will need"
"he","תצטרף","join"
"he","תציג","display"
"he","תציל","save"
"he","תצלום","photograph"
"he","תצליח","succeed"
"he","תצלם","activation"
"he","תצעקי","shouts"
"he","תצפה","expect"
"he","תצפית","observation"
"he","תצק","crunch"
"he","תקדים","precedent"
"he","תקווה","hope"
"he","תקוע","stuck"
"he","תקועה","stalled"
"he","תקופה","period"
"he","תקופות","periods"
"he","תקח","take"
"he","תקין","proper"
"he","תקינה","standardization"
"he","תקינות","propriety"
"he","תקיפה","attack"
"he","תקיפת","attack"
"he","תקלה","fault"
"he","תקליט","record"
"he","תקן","standard"
"he","תקנה","regulation"
"he","תקנו","fix"
"he","תקני","standard"
"he","תקע","plug"
"he","תקף","valid"
"he","תקפה","valid"
"he","תקפוץ","jump"
"he","תקציב","budget"
"he","תקרא","read"
"he","תקראו","read"
"he","תקרה","ceiling"
"he","תקריב","close up"
"he","תקרית","incident"
"he","תקשורת","communication"
"he","תקשיב","listen"
"he","תרא","thread"
"he","תראה","look"
"he","תראו","look"
"he","תרבות","culture"
"he","תרבותי","cultural"
"he","תרגול","practice"
"he","תרגום","translating"
"he","תרגיל","exercise"
"he","תרגיש","feel"
"he","תרגם","translate"
"he","תרד","spinach"
"he","תרדוף","churn"
"he","תרדמה","hibernation"
"he","תרומה","contribution"
"he","תרומם","you rose"
"he","תרופה","medication"
"he","תרוץ","excuse"
"he","תרחיק","do you scold"
"he","תרחיש","scenario"
"he","תרים","raises"
"he","תריסר","dozen"
"he","תרם","contributed"
"he","תרמיל","backpack"
"he","תרמית","scam"
"he","תרנגול","rooster"
"he","תרנגולת","chicken"
"he","תרסיס","spray"
"he","תרקוד","dance"
"he","תרש","chart"
"he","תרשה","let"
"he","תרשו","tier"
"he","תשאיר","leave"
"he","תשאר","will remain"
"he","תשב","sitting"
