uk_cue,uk_target,type,cue_type,target_type,uk_cosine,still_over_threshold
точка,перебачав,nonword,word,nonword,,FALSE
квиток,передомі,nonword,word,nonword,,FALSE
інцидент,переношень,nonword,word,nonword,,FALSE
конверт,перемов,nonword,word,nonword,,FALSE
оригінальний,перешкодувати,nonword,word,nonword,,FALSE
тінь,перитнтр,nonword,word,nonword,,FALSE
бонус,періря,nonword,word,nonword,,FALSE
пустеля,здіспективний,nonword,word,nonword,,FALSE
календар,перьнка,nonword,word,nonword,,FALSE
розмір,питт,nonword,word,nonword,,FALSE
старший,ейл,nonword,word,nonword,,FALSE
контакт,шальний,nonword,word,nonword,,FALSE
ритм,пироти,nonword,word,nonword,,FALSE
анатомія,письмексик,nonword,word,nonword,,FALSE
безпека,півмовний,nonword,word,nonword,,FALSE
загальний,підказувати,nonword,word,nonword,,FALSE
шпигун,підлученням,nonword,word,nonword,,FALSE
діарея,підїздок,nonword,word,nonword,,FALSE
сучасний,підозірвуть,nonword,word,nonword,,FALSE
фінансування,підвёл,nonword,word,nonword,,FALSE
земля,підприємних,nonword,word,nonword,,FALSE
відкриття,підрозпрос,nonword,word,nonword,,FALSE
кабіна,підкредитувати,nonword,word,nonword,,FALSE
темрява,підкредитувати,nonword,word,nonword,,FALSE
вена,піддрукувати,nonword,word,nonword,,FALSE
міцний,ислот,nonword,word,nonword,,FALSE
карнавал,піиея,nonword,word,nonword,,FALSE
хімічний,пільк,nonword,word,nonword,,FALSE
пристойний,піхоолет,nonword,word,nonword,,FALSE
шерлок,роч,nonword,word,nonword,,FALSE
внутрішній,одавати,nonword,word,nonword,,FALSE
морський,пландрання,nonword,word,nonword,,FALSE
постріл,пласшок,nonword,word,nonword,,FALSE
прокляття,племюзник,nonword,word,nonword,,FALSE
убивця,плдука,nonword,word,nonword,,FALSE
викрадати,повеахатися,nonword,word,nonword,,FALSE
населення,провідня,nonword,word,nonword,,FALSE
фрагмент,повітворення,nonword,word,nonword,,FALSE
хворий,повідіслати,nonword,word,nonword,,FALSE
лопатись,почуий,nonword,word,nonword,,FALSE
порно,почуий,nonword,word,nonword,,FALSE
сумний,тивністю,nonword,word,nonword,,FALSE
завдання,крквити,nonword,word,nonword,,FALSE
цукор,покуний,nonword,word,nonword,,FALSE
вітати,подтабування,nonword,word,nonword,,FALSE
ракета,помая,nonword,word,nonword,,FALSE
країна,пордка,nonword,word,nonword,,FALSE
технологія,даема,nonword,word,nonword,,FALSE
війна,пожертневання,nonword,word,nonword,,FALSE
докази,посправедливість,nonword,word,nonword,,FALSE
спадщина,погація,nonword,word,nonword,,FALSE
ворог,сткер,nonword,word,nonword,,FALSE
фаза,поклучати,nonword,word,nonword,,FALSE
розглядати,поконюка,nonword,word,nonword,,FALSE
чума,посипець,nonword,word,nonword,,FALSE
зло,полецфою,nonword,word,nonword,,FALSE
шутер,полівоення,nonword,word,nonword,,FALSE
вартість,позут,nonword,word,nonword,,FALSE
прибуток,попатик,nonword,word,nonword,,FALSE
татуювання,поантика,nonword,word,nonword,,FALSE
зерно,пожатичний,nonword,word,nonword,,FALSE
струм,поєдовник,nonword,word,nonword,,FALSE
канцлер,полутця,nonword,word,nonword,,FALSE
чудовий,поизниця,nonword,word,nonword,,FALSE
жити,помаранчяний,nonword,word,nonword,,FALSE
гральний,поменни,nonword,word,nonword,,FALSE
прапор,помириа,nonword,word,nonword,,FALSE
різдвяний,помириовий,nonword,word,nonword,,FALSE
кетчуп,поездор,nonword,word,nonword,,FALSE
диплом,поначник,nonword,word,nonword,,FALSE
маля,поратяа,nonword,word,nonword,,FALSE
надприродливий,побідок,nonword,word,nonword,,FALSE
фермер,постання,nonword,word,nonword,,FALSE
нормально,потвортай,nonword,word,nonword,,FALSE
пасажирський,потрожа,nonword,word,nonword,,FALSE
шолом,почнійний,nonword,word,nonword,,FALSE
полювання,потувати,nonword,word,nonword,,FALSE
звір,похороский,nonword,word,nonword,,FALSE
командувач,подети,nonword,word,nonword,,FALSE
співчувати,прававподібний,nonword,word,nonword,,FALSE
ударити,правилский,nonword,word,nonword,,FALSE
тепло,прбитично,nonword,word,nonword,,FALSE
загальний,прпхмет,nonword,word,nonword,,FALSE
псевдонім,прогидент,nonword,word,nonword,,FALSE
декан,прол,nonword,word,nonword,,FALSE
сортувати,пресайл,nonword,word,nonword,,FALSE
магія,привощати,nonword,word,nonword,,FALSE
змагання,приєіший,nonword,word,nonword,,FALSE
ангел,прбт,nonword,word,nonword,,FALSE
практика,придания,nonword,word,nonword,,FALSE
галузь,приквид,nonword,word,nonword,,FALSE
кілометр,приліє,nonword,word,nonword,,FALSE
обід,пріванка,nonword,word,nonword,,FALSE
кнопок,припьнення,nonword,word,nonword,,FALSE
подивитися,пристршать,nonword,word,nonword,,FALSE
добрий,притенок,nonword,word,nonword,,FALSE
лестити,прородити,nonword,word,nonword,,FALSE
зручний,профина,nonword,word,nonword,,FALSE
банківський,неузвище,nonword,word,nonword,,FALSE
необхідний,цио,nonword,word,nonword,,FALSE
равлик,протнемо,nonword,word,nonword,,FALSE
недооцінювати,провей,nonword,word,nonword,,FALSE
танк,простана,nonword,word,nonword,,FALSE
фарбувати,прогулміка,nonword,word,nonword,,FALSE
пити,прогулміка,nonword,word,nonword,,FALSE
рекомендувати,прплавати,nonword,word,nonword,,FALSE
тут,продin,nonword,word,nonword,,FALSE
розмова,продовимвати,nonword,word,nonword,,FALSE
особистий,продкбт,nonword,word,nonword,,FALSE
конференція,продуктивнойть,nonword,word,nonword,,FALSE
гусак,прокабор,nonword,word,nonword,,FALSE
шар,проповорь,nonword,word,nonword,,FALSE
страждати,пропнтувати,nonword,word,nonword,,FALSE
кошмар,просней,nonword,word,nonword,,FALSE
відбиток,протокея,nonword,word,nonword,,FALSE
абсолютно,прототег,nonword,word,nonword,,FALSE
бджола,профстійний,nonword,word,nonword,,FALSE
бідність,профятор,nonword,word,nonword,,FALSE
створення,прохоронних,nonword,word,nonword,,FALSE
волосся,процедода,nonword,word,nonword,,FALSE
марка,психологроний,nonword,word,nonword,,FALSE
погляд,псхнологія,nonword,word,nonword,,FALSE
зоопарк,уиах,nonword,word,nonword,,FALSE
баланс,радіозь,nonword,word,nonword,,FALSE
зомбі,радян,nonword,word,nonword,,FALSE
гарячий,зок,nonword,word,nonword,,FALSE
лесбійський,ракенсий,nonword,word,nonword,,FALSE
відмовляти,нсковина,nonword,word,nonword,,FALSE
борг,отно,nonword,word,nonword,,FALSE
тихоокеанський,отнок,nonword,word,nonword,,FALSE
продавець,ратьподібний,nonword,word,nonword,,FALSE
навігація,редатор,nonword,word,nonword,,FALSE
красти,реалектичний,nonword,word,nonword,,FALSE
навчатися,ренньний,nonword,word,nonword,,FALSE
тріщина,базультат,nonword,word,nonword,,FALSE
сюрприз,реергія,nonword,word,nonword,,FALSE
шанс,ремога,nonword,word,nonword,,FALSE
рана,речнтація,nonword,word,nonword,,FALSE
склянка,реліоран,nonword,word,nonword,,FALSE
обирати,ресуння,nonword,word,nonword,,FALSE
підйом,изба,nonword,word,nonword,,FALSE
народження,риболоайя,nonword,word,nonword,,FALSE
мільйонер,вимї,nonword,word,nonword,,FALSE
площа,рівнквірний,nonword,word,nonword,,FALSE
оперативний,гoдина,nonword,word,nonword,,FALSE
сухий,рінто,nonword,word,nonword,,FALSE
надія,тебити,nonword,word,nonword,,FALSE
затока,родотник,nonword,word,nonword,,FALSE
море,ростта,nonword,word,nonword,,FALSE
портал,розняв,nonword,word,nonword,,FALSE
запитання,роззвимо,nonword,word,nonword,,FALSE
завжди,роззван,nonword,word,nonword,,FALSE
наємник,розтворити,nonword,word,nonword,,FALSE
міць,роздавивати,nonword,word,nonword,,FALSE
блискавка,розвойовувати,nonword,word,nonword,,FALSE
диван,роззвести,nonword,word,nonword,,FALSE
листопад,розшкодувати,nonword,word,nonword,,FALSE
політика,розвідування,nonword,word,nonword,,FALSE
планета,розвонит,nonword,word,nonword,,FALSE
продукти,розвонит,nonword,word,nonword,,FALSE
клас,роздозування,nonword,word,nonword,,FALSE
хаос,романтенний,nonword,word,nonword,,FALSE
виступ,лайнування,nonword,word,nonword,,FALSE
гарантія,рухоа,nonword,word,nonword,,FALSE
відносний,рухоа,nonword,word,nonword,,FALSE
здоров'я,руетик,nonword,word,nonword,,FALSE
крем,рялавник,nonword,word,nonword,,FALSE
правила,садятаж,nonword,word,nonword,,FALSE
пухлина,сагут,nonword,word,nonword,,FALSE
похибка,самогиій,nonword,word,nonword,,FALSE
душа,садорай,nonword,word,nonword,,FALSE
зберігати,сантимзар,nonword,word,nonword,,FALSE
число,свгая,nonword,word,nonword,,FALSE
пов'язувати,тристок,nonword,word,nonword,,FALSE
незручний,свлючення,nonword,word,nonword,,FALSE
датчик,свис,nonword,word,nonword,,FALSE
меч,світанут,nonword,word,nonword,,FALSE
вершина,свелка,nonword,word,nonword,,FALSE
генератор,свгло,nonword,word,nonword,,FALSE
нервовий,свящящик,nonword,word,nonword,,FALSE
пастка,усло,nonword,word,nonword,,FALSE
дані,севит,nonword,word,nonword,,FALSE
еволюція,семотор,nonword,word,nonword,,FALSE
мавпа,туча,nonword,word,nonword,,FALSE
анархія,сидіра,nonword,word,nonword,,FALSE
тригер,сигарезо,nonword,word,nonword,,FALSE
сповіщення,сизвал,nonword,word,nonword,,FALSE
юрист,сигналграція,nonword,word,nonword,,FALSE
реальність,сигати,nonword,word,nonword,,FALSE
секретний,опла,nonword,word,nonword,,FALSE
гостинність,сильку,nonword,word,nonword,,FALSE
пошта,сильку,nonword,word,nonword,,FALSE
внизу,симвпу,nonword,word,nonword,,FALSE
шовк,льун,nonword,word,nonword,,FALSE
посадка,нокдром,nonword,word,nonword,,FALSE
рухатися,пеній,nonword,word,nonword,,FALSE
вікно,есняк,nonword,word,nonword,,FALSE
позитивний,ьор,nonword,word,nonword,,FALSE
кабінет,систада,nonword,word,nonword,,FALSE
виноробство,шук,nonword,word,nonword,,FALSE
нещасний,сікея,nonword,word,nonword,,FALSE
піраміда,сковдал,nonword,word,nonword,,FALSE
кишеня,скоружувати,nonword,word,nonword,,FALSE
плейбой,скроблий,nonword,word,nonword,,FALSE
неправедність,слабовй,nonword,word,nonword,,FALSE
розбити,слжна,nonword,word,nonword,,FALSE
підробка,слмна,nonword,word,nonword,,FALSE
потенціал,смгений,nonword,word,nonword,,FALSE
цвях,смиртя,nonword,word,nonword,,FALSE
чаша,смветися,nonword,word,nonword,,FALSE
землетрус,храйпер,nonword,word,nonword,,FALSE
вугілля,снрх,nonword,word,nonword,,FALSE
лікарня,сніденну,nonword,word,nonword,,FALSE
драматичний,сомб,nonword,word,nonword,,FALSE
хабар,союче,nonword,word,nonword,,FALSE
аналогічний,солдчний,nonword,word,nonword,,FALSE
оркестр,сожр,nonword,word,nonword,,FALSE
спостереження,спаглаті,nonword,word,nonword,,FALSE
супермен,спалайя,nonword,word,nonword,,FALSE
завод,ужантеличеність,nonword,word,nonword,,FALSE
гаразд,спасйті,nonword,word,nonword,,FALSE
екіпаж,итати,nonword,word,nonword,,FALSE
справжній,спеціаліза,nonword,word,nonword,,FALSE
пінг,співкрити,nonword,word,nonword,,FALSE
мовчазний,спаркування,nonword,word,nonword,,FALSE
серія,спільниса,nonword,word,nonword,,FALSE
будівельний,спокманий,nonword,word,nonword,,FALSE
база,сплит,nonword,word,nonword,,FALSE
портфель,справедлчність,nonword,word,nonword,,FALSE
мало,спрахy,nonword,word,nonword,,FALSE
інженер,спровї,nonword,word,nonword,,FALSE
кімната,сропло,nonword,word,nonword,,FALSE
поцілунок,стюблення,nonword,word,nonword,,FALSE
управляти,стноь,nonword,word,nonword,,FALSE
присягати,станкая,nonword,word,nonword,,FALSE
параноїдальний,струися,nonword,word,nonword,,FALSE
джаз,статєї,nonword,word,nonword,,FALSE
вічний,стводання,nonword,word,nonword,,FALSE
часник,стечь,nonword,word,nonword,,FALSE
курятина,тко,nonword,word,nonword,,FALSE
папір,ствo,nonword,word,nonword,,FALSE
будинок,страцi,nonword,word,nonword,,FALSE
занурений,стратервя,nonword,word,nonword,,FALSE
субота,стших,nonword,word,nonword,,FALSE
грати,ворибок,nonword,word,nonword,,FALSE
неприємність,структейа,nonword,word,nonword,,FALSE
вивчати,редити,nonword,word,nonword,,FALSE
тунець,сумео,nonword,word,nonword,,FALSE
художник,судовийпробуем,nonword,word,nonword,,FALSE
винятковий,суфпя,nonword,word,nonword,,FALSE
лазанья,сужд,nonword,word,nonword,,FALSE
невинний,таміш,nonword,word,nonword,,FALSE
слух,супережеа,nonword,word,nonword,,FALSE
судовий,супровождается,nonword,word,nonword,,FALSE
радар,сувотник,nonword,word,nonword,,FALSE
конфлікт,схерний,nonword,word,nonword,,FALSE
експеримент,рговатися,nonword,word,nonword,,FALSE
нездоровий,таблочка,nonword,word,nonword,,FALSE
відходи,таавниця,nonword,word,nonword,,FALSE
магнітний,таерер,nonword,word,nonword,,FALSE
майбутнє,няк,nonword,word,nonword,,FALSE
рослина,таласу,nonword,word,nonword,,FALSE
ритуальний,рем,nonword,word,nonword,,FALSE
сенсаційний,таінювати,nonword,word,nonword,,FALSE
дослідження,ндрілка,nonword,word,nonword,,FALSE
заслуговувати,твсвина,nonword,word,nonword,,FALSE
кінець,творвусть,nonword,word,nonword,,FALSE
дозвіл,здатр,nonword,word,nonword,,FALSE
маршрут,теленичення,nonword,word,nonword,,FALSE
капсула,телерін,nonword,word,nonword,,FALSE
федеральний,теіший,nonword,word,nonword,,FALSE
обстеження,термература,nonword,word,nonword,,FALSE
марний,йоніс,nonword,word,nonword,,FALSE
прийом,теорди,nonword,word,nonword,,FALSE
вересень,тестадання,nonword,word,nonword,,FALSE
тренер,технама,nonword,word,nonword,,FALSE
проект,тисцень,nonword,word,nonword,,FALSE
завиток,типе,nonword,word,nonword,,FALSE
уважність,eканина,nonword,word,nonword,,FALSE
частота,тонетий,nonword,word,nonword,,FALSE
порожній,торговщиь,nonword,word,nonword,,FALSE
прощати,товеадо,nonword,word,nonword,,FALSE
миля,тові,nonword,word,nonword,,FALSE
орендар,травніє,nonword,word,nonword,,FALSE
кодекс,трагланий,nonword,word,nonword,,FALSE
хліб,трулиційний,nonword,word,nonword,,FALSE
плюс,трчнутник,nonword,word,nonword,,FALSE
парламент,триі,nonword,word,nonword,,FALSE
форма,чеи,nonword,word,nonword,,FALSE
штовхати,туєтн,nonword,word,nonword,,FALSE
втомлений,туємль,nonword,word,nonword,,FALSE
повітря,турбана,nonword,word,nonword,,FALSE
палац,тустувати,nonword,word,nonword,,FALSE
шум,тягншки,nonword,word,nonword,,FALSE
купувати,рдити,nonword,word,nonword,,FALSE
мучити,увбiзнений,nonword,word,nonword,,FALSE
зрідка,угачу,nonword,word,nonword,,FALSE
популярний,узберепті,nonword,word,nonword,,FALSE
доповідь,універкатет,nonword,word,nonword,,FALSE
собака,унршальний,nonword,word,nonword,,FALSE
ріг,урнщ,nonword,word,nonword,,FALSE
кандидат,уримувати,nonword,word,nonword,,FALSE
надихати,непадковувати,nonword,word,nonword,,FALSE
величність,утьсмувати,nonword,word,nonword,,FALSE
низький,інкс,nonword,word,nonword,,FALSE
концепція,фантазди,nonword,word,nonword,,FALSE
компанія,фабрастичний,nonword,word,nonword,,FALSE
турнір,файтльний,nonword,word,nonword,,FALSE
зола,федеенція,nonword,word,nonword,,FALSE
що саме,дістиваль,nonword,word,nonword,,FALSE
правий,фізитиий,nonword,word,nonword,,FALSE
юрисдикція,вельм,nonword,word,nonword,,FALSE
пікнік,винансовий,nonword,word,nonword,,FALSE
відчинено,фінаудування,nonword,word,nonword,,FALSE
пізно,фінаудування,nonword,word,nonword,,FALSE
лежати,адот,nonword,word,nonword,,FALSE
статус,адот,nonword,word,nonword,,FALSE
виправляти,фоторвав,nonword,word,nonword,,FALSE
вірус,фотознания,nonword,word,nonword,,FALSE
вибір,фреба,nonword,word,nonword,,FALSE
дим,францусский,nonword,word,nonword,,FALSE
деінде,фрукат,nonword,word,nonword,,FALSE
культура,футиціональний,nonword,word,nonword,,FALSE
особливий,сдтбол,nonword,word,nonword,,FALSE
знаряддя,хвєдина,nonword,word,nonword,,FALSE
модель,хвакий,nonword,word,nonword,,FALSE
ліга,хивек,nonword,word,nonword,,FALSE
порох,хірунзія,nonword,word,nonword,,FALSE
око,хлопадк,nonword,word,nonword,,FALSE
порятунок,булодний,nonword,word,nonword,,FALSE
захоплюючий,хорозкий,nonword,word,nonword,,FALSE
пропозиція,христиноин,nonword,word,nonword,,FALSE
африка,хутрка,nonword,word,nonword,,FALSE
присутність,млинтар,nonword,word,nonword,,FALSE
рахувати,цереплальний,nonword,word,nonword,,FALSE
міцно,жаремонія,nonword,word,nonword,,FALSE
жалкий,цибурх,nonword,word,nonword,,FALSE
причіп,циублізація,nonword,word,nonword,,FALSE
стурбований,нанічний,nonword,word,nonword,,FALSE
відновлювати,циоу,nonword,word,nonword,,FALSE
аматорський,квкавий,nonword,word,nonword,,FALSE
слідувати,онна,nonword,word,nonword,,FALSE
господиня,чативний,nonword,word,nonword,,FALSE
симптом,чативник,nonword,word,nonword,,FALSE
боронити,кистка,nonword,word,nonword,,FALSE
консультація,злсто,nonword,word,nonword,,FALSE
більшість,чемпіоіст,nonword,word,nonword,,FALSE
смоктати,черениий,nonword,word,nonword,,FALSE
туалет,чеьнп,nonword,word,nonword,,FALSE
дозволяти,череайха,nonword,word,nonword,,FALSE
розтопити,чеснов,nonword,word,nonword,,FALSE
вторинний,чеснееть,nonword,word,nonword,,FALSE
враження,смсть,nonword,word,nonword,,FALSE
відставка,четверенй,nonword,word,nonword,,FALSE
дрімати,чоррн,nonword,word,nonword,,FALSE
повільний,бирний,nonword,word,nonword,,FALSE
біблія,чобари,nonword,word,nonword,,FALSE
атомний,чудогой,nonword,word,nonword,,FALSE
профіль,чудогой,nonword,word,nonword,,FALSE
спокійний,чумбй,nonword,word,nonword,,FALSE
клан,чутливно,nonword,word,nonword,,FALSE
процес,шарианське,nonword,word,nonword,,FALSE
королівський,шантмн,nonword,word,nonword,,FALSE
підводний човен,алфа,nonword,word,nonword,,FALSE
вугілля,шаечайство,nonword,word,nonword,,FALSE
сьогодні,швонкий,nonword,word,nonword,,FALSE
м'який,узидкість,nonword,word,nonword,,FALSE
століття,швечко,nonword,word,nonword,,FALSE
сліпий,шефкулир,nonword,word,nonword,,FALSE
створювати,рэйка,nonword,word,nonword,,FALSE
осел,широтай,nonword,word,nonword,,FALSE
кров,шкугу,nonword,word,nonword,,FALSE
джунглі,зданг,nonword,word,nonword,,FALSE
менеджмент,шлбi,nonword,word,nonword,,FALSE
іноді,шмочок,nonword,word,nonword,,FALSE
палець,шооблад,nonword,word,nonword,,FALSE
коледж,шопл,nonword,word,nonword,,FALSE
реклама,орриц,nonword,word,nonword,,FALSE
наречений,cлам,nonword,word,nonword,,FALSE
член,штаббиартира,nonword,word,nonword,,FALSE
стаття,шткум,nonword,word,nonword,,FALSE
кавалерія,штюзний,nonword,word,nonword,,FALSE
неприємний,сисливий,nonword,word,nonword,,FALSE
місячний,ює,nonword,word,nonword,,FALSE
інтернет,щедраж,nonword,word,nonword,,FALSE
консервативний,яб,nonword,word,nonword,,FALSE
бруд,щове,nonword,word,nonword,,FALSE
закон,щове,nonword,word,nonword,,FALSE
посольство,ідтижня,nonword,word,nonword,,FALSE
нижній,пiерний,nonword,word,nonword,,FALSE
чіп,акце,nonword,word,nonword,,FALSE
скарбниця,якубть,nonword,word,nonword,,FALSE
віскі,яскримий,nonword,word,nonword,,FALSE
страшний,ящмека,nonword,word,nonword,,FALSE
хрру,ідтижня,nonword,nonword,nonword,,FALSE
миме,ельзантний,nonword,nonword,nonword,,FALSE
экстолет,маріна,nonword,nonword,nonword,,FALSE
здрактер,лірізин,nonword,nonword,nonword,,FALSE
більнюсть,смветися,nonword,nonword,nonword,,FALSE
зоопмик,садорай,nonword,nonword,nonword,,FALSE
жеве,веджиляція,nonword,nonword,nonword,,FALSE
воонг,атр,nonword,nonword,nonword,,FALSE
пропозицнї,джульєума,nonword,nonword,nonword,,FALSE
підзоро,ковхіденційність,nonword,nonword,nonword,,FALSE
илд,оргавезувати,nonword,nonword,nonword,,FALSE
компуш,важливнать,nonword,nonword,nonword,,FALSE
стхотя,yміт,nonword,nonword,nonword,,FALSE
учмната,шооблад,nonword,nonword,nonword,,FALSE
будівечнний,доличи,nonword,nonword,nonword,,FALSE
маоля,сдтбол,nonword,nonword,nonword,,FALSE
смскний,совутина,nonword,nonword,nonword,,FALSE
ігла,прогидент,nonword,nonword,nonword,,FALSE
продхати,безважний,nonword,nonword,nonword,,FALSE
корори,окeaн,nonword,nonword,nonword,,FALSE
білли,типе,nonword,nonword,nonword,,FALSE
хотерброд,череайха,nonword,nonword,nonword,,FALSE
біктор,neору,nonword,nonword,nonword,,FALSE
володая,брланий,nonword,nonword,nonword,,FALSE
суван,протокея,nonword,nonword,nonword,,FALSE
стенс,брию,nonword,nonword,nonword,,FALSE
боробути,чеьнп,nonword,nonword,nonword,,FALSE
заступний,осльта,nonword,nonword,nonword,,FALSE
правтоа,кофлорація,nonword,nonword,nonword,,FALSE
мерёд,вікр,nonword,nonword,nonword,,FALSE
литропад,біоробітний,nonword,nonword,nonword,,FALSE
аскирин,захвораяання,nonword,nonword,nonword,,FALSE
резвивий,черениий,nonword,nonword,nonword,,FALSE
куневати,вачіина,nonword,nonword,nonword,,FALSE
шлуна,відданство,nonword,nonword,nonword,,FALSE
блчак,пионічний,nonword,nonword,nonword,,FALSE
узище,южти,nonword,nonword,nonword,,FALSE
навіавція,перьнка,nonword,nonword,nonword,,FALSE
коицеренція,придания,nonword,nonword,nonword,,FALSE
дипляж,ежий,nonword,nonword,nonword,,FALSE
пенсор,зрочувати,nonword,nonword,nonword,,FALSE
випанутий,дорло,nonword,nonword,nonword,,FALSE
джхо,удартал,nonword,nonword,nonword,,FALSE
ливчина,просней,nonword,nonword,nonword,,FALSE
домовлять,паратьрмальний,nonword,nonword,nonword,,FALSE
баллетбол,узидкість,nonword,nonword,nonword,,FALSE
пустимя,звичткний,nonword,nonword,nonword,,FALSE
баьба,прототег,nonword,nonword,nonword,,FALSE
параноna,іналй,nonword,nonword,nonword,,FALSE
відземний,кивань,nonword,nonword,nonword,,FALSE
рібар,розшкодувати,nonword,nonword,nonword,,FALSE
паов,похороский,nonword,nonword,nonword,,FALSE
госність,сніденну,nonword,nonword,nonword,,FALSE
недоклінювати,шефкулир,nonword,nonword,nonword,,FALSE
монсal,севит,nonword,nonword,nonword,,FALSE
дурія,властлк,nonword,nonword,nonword,,FALSE
астонатор,хутрка,nonword,nonword,nonword,,FALSE
прплавець,вотна,nonword,nonword,nonword,,FALSE
профарь,здатласть,nonword,nonword,nonword,,FALSE
неопасность,ходувати,nonword,nonword,nonword,,FALSE
сповосення,небезпткний,nonword,nonword,nonword,,FALSE
кометкійний,тестадання,nonword,nonword,nonword,,FALSE
предак,безвідповідданное,nonword,nonword,nonword,,FALSE
ввеальний,безмова,nonword,nonword,nonword,,FALSE
упхмтий,узберепті,nonword,nonword,nonword,,FALSE
urіншому місці,дрклина,nonword,nonword,nonword,,FALSE
ніхм,рiля,nonword,nonword,nonword,,FALSE
загичниця,свящящик,nonword,nonword,nonword,,FALSE
кляю,садятаж,nonword,nonword,nonword,,FALSE
замішати,самогиій,nonword,nonword,nonword,,FALSE
ейист,ренньний,nonword,nonword,nonword,,FALSE
транспортналізацію,помириа,nonword,nonword,nonword,,FALSE
дополодь,фантазди,nonword,nonword,nonword,,FALSE
яретитний,шарианське,nonword,nonword,nonword,,FALSE
руботися,пасит,nonword,nonword,nonword,,FALSE
оренкур,відйманість,nonword,nonword,nonword,,FALSE
лоин,сильку,nonword,nonword,nonword,,FALSE
милт,широтай,nonword,nonword,nonword,,FALSE
дріка,продуктивнойть,nonword,nonword,nonword,,FALSE
сеоваційний,винансовий,nonword,nonword,nonword,,FALSE
стандартерй,палужи,nonword,nonword,nonword,,FALSE
нелновий,чиажаючий,nonword,nonword,nonword,,FALSE
уєтелик,технама,nonword,nonword,nonword,,FALSE
аздний,наваа,nonword,nonword,nonword,,FALSE
инні,пугатий,nonword,nonword,nonword,,FALSE
піадік,аккунт,nonword,nonword,nonword,,FALSE
касиль,емніс,nonword,nonword,nonword,,FALSE
фенцер,фізитиий,nonword,nonword,nonword,,FALSE
діарог,миасле,nonword,nonword,nonword,,FALSE
адміністенція,квкавий,nonword,nonword,nonword,,FALSE
тихоокажнський,підприємних,nonword,nonword,nonword,,FALSE
міраць,стязь,nonword,nonword,nonword,,FALSE
надонтаження,атля,nonword,nonword,nonword,,FALSE
фмякий,диактися,nonword,nonword,nonword,,FALSE
зервя,роздозування,nonword,nonword,nonword,,FALSE
столент,притенок,nonword,nonword,nonword,,FALSE
єписрет,ркінь,nonword,nonword,nonword,,FALSE
веньа,шальний,nonword,nonword,nonword,,FALSE
експерервна,спх,nonword,nonword,nonword,,FALSE
матеття,яб,nonword,nonword,nonword,,FALSE
аналітті,зовати,nonword,nonword,nonword,,FALSE
еркровення,тонетий,nonword,nonword,nonword,,FALSE
суціта,свис,nonword,nonword,nonword,,FALSE
гояно,умтор,nonword,nonword,nonword,,FALSE
гарашкія,чехід,nonword,nonword,nonword,,FALSE
кнелок,емшнійний,nonword,nonword,nonword,,FALSE
каогавал,редити,nonword,nonword,nonword,,FALSE
горівати,підкредитувати,nonword,nonword,nonword,,FALSE
діорсь,алугі,nonword,nonword,nonword,,FALSE
иальце,ворибок,nonword,nonword,nonword,,FALSE
критенний,виропоицтво,nonword,nonword,nonword,,FALSE
клед,твдність,nonword,nonword,nonword,,FALSE
неправедместь,ліпшруч,nonword,nonword,nonword,,FALSE
могиль,атмосекла,nonword,nonword,nonword,,FALSE
медивуий,оцініц,nonword,nonword,nonword,,FALSE
вуаткий,вигах,nonword,nonword,nonword,,FALSE
лий,співкрити,nonword,nonword,nonword,,FALSE
вусло,поначник,nonword,nonword,nonword,,FALSE
свобкса,конставився,nonword,nonword,nonword,,FALSE
мплерея,дофора,nonword,nonword,nonword,,FALSE
роріт,жалий,nonword,nonword,nonword,,FALSE
порутитися,трчнутник,nonword,nonword,nonword,,FALSE
галущо,поратяа,nonword,nonword,nonword,,FALSE
платфозка,грйза,nonword,nonword,nonword,,FALSE
обозкт,продовимвати,nonword,nonword,nonword,,FALSE
старосй,парастан,nonword,nonword,nonword,,FALSE
онг,поконюка,nonword,nonword,nonword,,FALSE
камеам,струися,nonword,nonword,nonword,,FALSE
термювал,ордадувати,nonword,nonword,nonword,,FALSE
здоровжб,величкй,nonword,nonword,nonword,,FALSE
ричний,кайтинал,nonword,nonword,nonword,,FALSE
термуловий,грйза,nonword,nonword,nonword,,FALSE
голдвка,почуий,nonword,nonword,nonword,,FALSE
пойтязувати,жорсавкий,nonword,nonword,nonword,,FALSE
надичений,обви,nonword,nonword,nonword,,FALSE
поупо,ювавець,nonword,nonword,nonword,,FALSE
привмрей,судовийпробуем,nonword,nonword,nonword,,FALSE
ніконн,схерний,nonword,nonword,nonword,,FALSE
злстота,унршальний,nonword,nonword,nonword,,FALSE
кварити,поєдовник,nonword,nonword,nonword,,FALSE
оптищестичний,світанут,nonword,nonword,nonword,,FALSE
вістість,офув,nonword,nonword,nonword,,FALSE
ланциx,психологроний,nonword,nonword,nonword,,FALSE
ідпу,піддрукувати,nonword,nonword,nonword,,FALSE
ентузіхам,турбана,nonword,nonword,nonword,,FALSE
понадка,говолка,nonword,nonword,nonword,,FALSE
тлілей,почуий,nonword,nonword,nonword,,FALSE
злері,живоюєс,nonword,nonword,nonword,,FALSE
дорози,прплавати,nonword,nonword,nonword,,FALSE
дукань,отно,nonword,nonword,nonword,,FALSE
коатнія,пільк,nonword,nonword,nonword,,FALSE
