word_id,word_german,word_english,pos,semantic_category,valence_M,valence_SE,valence_SD,valence_N,arousal_M,arousal_SE,arousal_SD,arousal_N,potency_M,potency_SE,potency_SD,potency_N,authority_M,authority_SE,authority_SD,authority_N,community_M,community_SE,community_SD,community_N,Cluster,freq_LEIPZIG,freq_SUBTLEX,freq_CELEX,orth_N_CELEX,orth_N_SUM_CELEX,FHN_CELEX,freq_DLEX_abs,freq_DLEX_norm,orth_N_DLEX,orth_N_SUM_DLEX,FHN_DLEX,freq_Zipf,syllables,letters
430,Kindergarten,kindergarten,noun,setting,6.250,0.262,1.574,36,5.200,0.306,1.812,35,4.639,0.249,1.496,36,4.545,0.511,1.695,11,6.455,0.679,2.252,11,4,13.375,5.000,27.833,0,0.000,0,2.572,0.484,5,2.281,0,3.563,4,12
431,Kindergärtnerin,kindergarden teacher (female),noun,identity,5.529,0.284,1.656,34,4.294,0.285,1.661,34,4.471,0.220,1.285,34,4.875,0.539,2.156,16,6.750,0.470,1.880,16,7,0.750,0.240,0.000,0,0.000,0,2.182,0.094,0,0.000,0,3.175,5,15
432,kinderlos,childless,adjective,characterization,4.657,0.284,1.679,35,4.686,0.303,1.795,35,5.057,0.266,1.571,35,5.769,0.323,1.166,13,2.692,0.308,1.109,13,7,1.208,0.750,2.333,0,0.000,0,2.009,-0.079,1,0.778,0,3.003,3,9
433,Kirche,church,noun,setting,3.882,0.292,1.701,34,4.794,0.289,1.684,34,5.382,0.346,2.015,34,7.556,0.648,1.944,9,7.111,0.351,1.054,9,1,103.167,53.070,211.167,0,0.000,0,4.244,2.156,10,2.025,0,5.234,2,6
434,Klassenfahrt,school trip,noun,setting,5.813,0.256,1.447,32,6.281,0.243,1.373,32,5.219,0.194,1.099,32,5.313,0.472,1.887,16,7.625,0.272,1.088,16,4,0.708,0.670,0.000,0,0.000,0,1.000,-1.088,0,0.000,0,2.032,3,12
435,klauen,to steal,verb,behavior,2.714,0.241,1.426,35,7.171,0.251,1.485,35,5.400,0.307,1.818,35,5.080,0.310,1.552,25,3.200,0.300,1.500,25,6,1.625,20.200,2.333,2,48.667,2,2.000,-0.088,11,3.846,6,2.994,2,6
436,Kleinfamilie,nuclear familiy,noun,identity,5.636,0.291,1.674,33,4.344,0.264,1.494,32,4.909,0.232,1.331,33,4.727,0.359,1.191,11,6.364,0.432,1.433,11,7,0.854,0.080,0.000,0,0.000,0,1.613,-0.475,0,0.000,0,2.613,4,12
437,Kleingruppe,small group,noun,identity,5.459,0.228,1.386,37,4.622,0.246,1.497,37,4.861,0.222,1.334,36,4.250,0.315,1.410,20,6.050,0.426,1.905,20,4,0.271,0.000,0.000,0,0.000,0,0.477,-1.610,0,0.000,0,1.592,3,11
438,kleinlaut,subdued,adjective,characterization,3.541,0.143,0.869,37,4.757,0.217,1.321,37,2.703,0.235,1.431,37,5.043,0.298,1.430,23,4.217,0.288,1.380,23,8,1.625,0.160,1.500,0,0.000,0,2.294,0.207,1,1.114,0,3.287,2,9
439,Kneipe,pub,noun,setting,5.500,0.305,1.828,36,5.722,0.272,1.632,36,4.806,0.232,1.390,36,3.067,0.358,1.387,15,7.267,0.408,1.580,15,4,8.604,5.390,3.833,0,0.000,0,2.860,0.772,5,2.377,0,3.850,2,6
440,Koch,cook,noun,identity,6.182,0.255,1.467,33,4.909,0.273,1.569,33,5.152,0.200,1.149,33,5.563,0.398,1.590,16,4.688,0.338,1.352,16,7,47.646,19.730,10.833,6,5256.833,5,3.136,1.049,42,5.670,6,4.127,1,4
441,Kollege,colleague,noun,identity,5.780,0.202,1.294,41,4.780,0.180,1.151,41,5.341,0.166,1.063,41,3.462,0.447,1.613,13,6.077,0.415,1.498,13,4,28.333,9.690,157.167,1,2.667,0,3.147,1.060,9,2.931,0,4.137,3,7
442,Kollegin,colleague,noun,identity,5.822,0.181,1.211,45,4.791,0.187,1.226,43,5.186,0.146,0.958,43,3.611,0.304,1.290,18,6.556,0.364,1.542,18,4,11.000,4.330,16.333,0,0.000,0,2.410,0.322,5,3.626,1,3.402,3,8
443,Kollegium,faculty (staff),noun,abstract,5.486,0.244,1.442,35,4.914,0.230,1.358,35,5.735,0.240,1.399,34,4.824,0.404,1.667,17,6.176,0.356,1.468,17,4,1.521,0.430,1.667,0,0.000,0,2.508,0.420,2,2.045,0,3.499,4,9
444,Kollektiv,collective,noun,abstract,5.395,0.260,1.603,38,4.676,0.202,1.226,37,6.079,0.283,1.746,38,4.000,0.728,2.523,12,8.333,0.284,0.985,12,4,2.833,1.340,0.000,0,0.000,0,2.770,0.683,3,2.450,0,3.761,3,9
445,Kommandeur,commander,noun,identity,3.028,0.234,1.404,36,6.743,0.313,1.853,35,6.171,0.383,2.269,35,8.563,0.157,0.629,16,4.813,0.518,2.073,16,2,5.646,3.780,9.000,0,0.000,0,3.052,0.964,3,0.778,0,4.042,3,10
446,Kommissar,detective,noun,identity,5.044,0.180,1.205,45,5.568,0.280,1.860,44,6.295,0.199,1.322,44,6.643,0.401,1.499,14,4.929,0.355,1.328,14,1,7.750,11.500,23.167,1,0.000,0,3.026,0.939,5,2.496,0,4.017,3,9
447,Kompagnon,companion,noun,identity,6.407,0.234,1.217,27,4.000,0.222,1.131,26,5.296,0.198,1.031,27,3.500,0.269,0.850,10,6.800,0.389,1.229,10,3,1.063,0.240,0.000,0,0.000,0,1.851,-0.236,2,1.362,0,2.847,3,9
448,kompetent,competent,adjective,characterization,7.176,0.209,1.218,34,3.879,0.304,1.746,33,6.735,0.208,1.214,34,5.636,0.203,0.674,11,3.818,0.377,1.250,11,5,3.167,1.220,2.167,1,8.167,1,2.037,-0.050,2,0.903,0,3.032,3,9
449,Komplize,accomplice,noun,identity,4.300,0.250,1.368,30,5.833,0.230,1.262,30,5.500,0.248,1.358,30,5.150,0.399,1.785,20,5.550,0.426,1.905,20,7,3.021,2.800,0.667,0,0.000,0,1.613,-0.475,2,1.176,0,2.613,3,8
450,Konflikt,conflict,noun,abstract,3.576,0.292,1.678,33,6.667,0.310,1.780,33,6.485,0.282,1.623,33,6.267,0.358,1.387,15,5.467,0.515,1.995,15,6,42.813,6.380,45.500,0,0.000,0,3.446,1.358,3,0.602,0,4.436,2,8
451,König,king,noun,identity,4.800,0.316,1.730,30,5.300,0.254,1.393,30,7.200,0.289,1.584,30,7.647,0.256,1.057,17,4.235,0.559,2.306,17,1,47.313,110.990,107.500,0,0.000,0,4.187,2.099,9,1.672,0,5.177,2,5
452,Konkurrent,competitor,noun,identity,3.297,0.208,1.266,37,6.676,0.229,1.396,37,6.270,0.247,1.503,37,5.688,0.522,2.089,16,2.813,0.485,1.940,16,6,11.146,0.510,10.333,1,32.333,1,2.210,0.122,2,3.451,1,3.202,3,10
453,Konsens,consensus,noun,abstract,6.575,0.217,1.375,40,3.600,0.234,1.482,40,5.575,0.220,1.394,40,2.722,0.449,1.904,18,7.889,0.279,1.183,18,3,20.313,0.080,0.000,1,0.000,0,2.601,0.513,6,1.851,0,3.592,2,7
454,Kontrolle,control,noun,abstract,4.026,0.264,1.646,39,5.579,0.296,1.825,38,6.895,0.222,1.371,38,8.136,0.136,0.640,22,5.500,0.399,1.871,22,1,59.833,83.310,60.667,0,0.000,0,3.831,1.743,7,2.152,0,4.821,3,9
455,korrekt,correct,adjective,characterization,6.250,0.254,1.437,32,3.844,0.298,1.687,32,5.844,0.270,1.526,32,5.727,0.310,1.453,22,5.182,0.252,1.181,22,5,12.271,19.060,12.167,0,0.000,0,2.998,0.911,3,1.477,0,3.989,2,7
456,korrupt,corrupt,adjective,characterization,2.206,0.202,1.175,34,7.147,0.247,1.438,34,6.121,0.432,2.484,33,6.565,0.265,1.273,23,3.826,0.370,1.775,23,6,1.229,3.980,1.500,0,0.000,0,1.820,-0.268,3,1.114,0,2.816,2,7
457,Kraft,strength,adjective,characterization,6.865,0.198,1.206,37,5.432,0.346,2.102,37,7.297,0.193,1.175,37,5.478,0.242,1.163,23,5.043,0.263,1.261,23,5,1.583,0.000,354.000,2,4.667,0,4.281,2.194,15,3.239,0,5.271,1,5
458,kraftlos,powerless,adjective,characterization,3.000,0.210,1.380,43,5.349,0.276,1.811,43,3.326,0.341,2.233,43,4.833,0.214,1.049,24,4.458,0.307,1.503,24,8,0.896,0.280,3.167,0,0.000,0,2.279,0.191,1,0.903,0,3.271,2,8
459,kraftvoll,vigorous,adjective,characterization,6.878,0.216,1.382,41,5.463,0.360,2.303,41,7.150,0.231,1.460,40,5.880,0.260,1.301,25,4.600,0.306,1.528,25,5,2.458,1.340,8.000,0,0.000,0,2.408,0.321,1,0.845,0,3.400,2,9
460,Kranker,invalid,noun,identity,3.441,0.243,1.418,34,5.882,0.286,1.665,34,3.735,0.390,2.274,34,5.071,0.286,1.072,14,4.357,0.580,2.170,14,8,1.271,0.000,0.000,1,7.667,1,2.314,0.226,10,3.534,1,3.306,2,7
461,kreativ,creative,adjective,characterization,7.757,0.224,1.362,37,6.162,0.396,2.410,37,6.778,0.321,1.929,36,3.846,0.576,2.075,13,2.923,0.366,1.320,13,5,4.083,3.070,1.167,0,0.000,0,1.613,-0.475,3,0.778,0,2.613,3,7
462,Krise,crisis,noun,abstract,2.583,0.240,1.176,24,7.583,0.216,1.060,24,5.958,0.444,2.177,24,4.917,0.229,0.793,12,5.167,0.207,0.718,12,6,71.917,16.540,62.667,2,2.000,0,3.514,1.427,22,2.890,0,4.504,2,5
463,Kritiker,critic,noun,identity,4.550,0.284,1.797,40,6.375,0.211,1.334,40,6.600,0.220,1.392,40,5.375,0.499,1.996,16,3.375,0.407,1.628,16,1,43.500,4.330,15.500,0,0.000,0,3.176,1.088,4,2.618,0,4.166,3,8
464,kritisch,critical,adjective,characterization,5.000,0.263,1.664,40,5.925,0.225,1.421,40,6.425,0.217,1.375,40,5.087,0.444,2.130,23,3.652,0.353,1.695,23,5,21.667,5.200,65.500,1,197.833,1,3.097,1.010,4,2.204,0,4.088,2,8
465,kümmern,to care,verb,behavior,7.280,0.248,1.242,25,2.840,0.298,1.491,25,5.720,0.255,1.275,25,4.615,0.549,1.981,13,6.769,0.579,2.088,13,3,30.313,113.190,38.167,1,0.000,0,3.221,1.133,7,3.002,0,4.211,2,7
466,Kumpel,pal,noun,identity,6.774,0.240,1.334,31,3.677,0.319,1.777,31,5.806,0.210,1.167,31,2.714,0.354,1.326,14,7.714,0.266,0.994,14,3,7.125,133.550,20.833,2,3.167,0,2.439,0.352,10,2.749,1,3.431,2,6
467,kündigen,to quit,verb,behavior,3.886,0.259,1.530,35,6.971,0.251,1.485,35,6.714,0.251,1.487,35,5.917,0.275,1.349,24,3.500,0.269,1.319,24,6,8.000,9.410,50.667,1,2.667,0,2.600,0.512,9,2.526,0,3.591,3,8
468,Kundschaft,customers,noun,identity,5.161,0.213,1.186,31,5.065,0.122,0.680,31,4.710,0.294,1.637,31,5.300,0.517,1.636,10,5.100,0.504,1.595,10,7,9.875,3.430,10.667,0,0.000,0,2.843,0.755,3,1.279,0,3.833,2,10
469,Kunstkenner,art connoisseur,noun,identity,5.810,0.251,1.627,42,4.333,0.230,1.493,42,4.905,0.201,1.303,42,5.538,0.369,1.330,13,3.000,0.300,1.080,13,7,0.354,0.000,0.000,0,0.000,0,1.643,-0.444,0,0.000,0,2.643,3,11
470,Künstler,artist,noun,identity,6.583,0.244,1.461,36,5.444,0.289,1.731,36,5.528,0.283,1.699,36,3.944,0.461,1.955,18,2.167,0.305,1.295,18,5,77.854,20.790,84.667,0,0.000,0,3.796,1.708,3,2.965,0,4.786,2,8
471,Lähmung,paralysis,noun,abstract,1.929,0.161,1.045,42,6.190,0.320,2.075,42,4.976,0.432,2.798,42,5.609,0.224,1.076,23,4.174,0.279,1.337,23,6,2.375,1.540,2.667,1,1.833,0,2.585,0.498,1,1.792,0,3.577,2,7
472,Landsmann,fellow-countrymen,noun,identity,5.625,0.287,1.621,32,4.387,0.206,1.145,31,5.250,0.191,1.078,32,5.043,0.374,1.796,23,6.217,0.251,1.204,23,7,12.792,0.870,12.000,0,0.000,0,2.582,0.495,3,0.602,0,3.573,2,9
473,lässig,casual,adjective,characterization,6.700,0.200,1.265,40,3.675,0.266,1.685,40,5.050,0.235,1.484,40,3.750,0.219,1.073,24,3.917,0.371,1.816,24,3,4.583,1.970,5.000,1,8.833,1,2.555,0.468,3,2.801,1,3.546,2,6
474,launisch,moody,adjective,characterization,3.524,0.211,1.366,42,6.548,0.187,1.214,42,4.881,0.286,1.851,42,5.522,0.242,1.163,23,3.130,0.254,1.217,23,6,0.583,2.560,2.000,0,0.000,0,1.881,-0.207,2,0.602,0,2.877,2,8
475,Lebensgefährte,companion,noun,identity,7.140,0.209,1.373,43,4.171,0.347,2.224,41,5.929,0.200,1.295,42,4.188,0.400,1.601,16,5.688,0.561,2.243,16,3,2.583,0.160,0.833,0,0.000,0,1.114,-0.974,0,0.000,0,2.136,5,14
476,Lebensgemeinschaft,cohabitation,noun,abstract,6.694,0.261,1.564,36,4.056,0.314,1.881,36,5.917,0.244,1.461,36,3.000,0.378,1.414,14,7.071,0.508,1.900,14,3,0.729,0.040,0.833,0,0.000,0,2.362,0.274,0,0.000,0,3.354,5,18
477,ledig,unmarried,adjective,characterization,5.125,0.176,1.114,40,4.725,0.206,1.301,40,4.897,0.179,1.119,39,4.826,0.174,0.834,23,3.174,0.325,1.557,23,7,1.208,1.500,8.500,0,0.000,0,2.539,0.452,5,1.785,0,3.530,2,5
478,Lehrling,apprentice,noun,identity,5.156,0.138,0.928,45,4.956,0.156,1.043,45,3.822,0.150,1.007,45,4.600,0.499,1.578,10,5.200,0.389,1.229,10,7,2.271,1.930,21.667,0,0.000,0,2.577,0.490,4,1.041,0,3.569,2,8
479,Lehrmeister,mentor,noun,identity,5.028,0.227,1.362,36,5.111,0.217,1.304,36,6.333,0.218,1.309,36,7.118,0.225,0.928,17,4.647,0.342,1.412,17,1,1.313,0.630,2.833,0,0.000,0,2.310,0.222,0,0.000,0,3.302,3,11
480,Lehrstelle,apprenticeship,noun,abstract,5.634,0.220,1.410,41,5.171,0.221,1.412,41,5.317,0.214,1.368,41,5.429,0.309,1.158,14,5.500,0.228,0.855,14,7,4.021,0.000,4.167,0,0.000,0,1.851,-0.236,1,1.279,0,2.847,3,10
481,Leiharbeiter,agency worker,noun,identity,3.813,0.235,1.330,32,5.500,0.258,1.459,32,3.500,0.269,1.524,32,6.111,0.403,1.711,18,4.000,0.443,1.879,18,8,0.938,0.000,0.000,0,0.000,0,1.114,-0.974,0,0.000,0,2.136,4,12
482,Leistung,achievement,noun,abstract,5.921,0.314,1.937,38,5.842,0.303,1.868,38,6.842,0.249,1.534,38,6.111,0.351,1.054,9,3.222,0.596,1.787,9,5,68.542,14.020,197.167,0,0.000,0,3.782,1.694,2,1.176,0,4.772,2,8
483,Liebe,love,noun,abstract,8.414,0.182,0.983,29,5.724,0.570,3.069,29,8.000,0.222,1.195,29,3.667,0.396,1.371,12,5.000,0.674,2.335,12,3,92.250,0.000,113.500,1,1.333,0,4.217,2.130,27,3.763,0,5.207,2,5
484,Liebhaber,lover (male),noun,identity,6.000,0.323,2.116,43,6.605,0.303,1.990,43,6.070,0.256,1.682,43,4.222,0.364,1.093,9,3.333,0.850,2.550,9,5,9.458,12.170,9.000,1,1.500,0,2.987,0.899,3,1.204,0,3.977,3,9
485,links,left,adjective,characterization,5.636,0.234,1.342,33,5.212,0.208,1.193,33,4.879,0.198,1.139,33,3.652,0.278,1.335,23,6.435,0.313,1.502,23,4,42.146,79.570,72.667,1,89.833,1,3.903,1.816,18,3.515,0,4.893,1,5
486,Lob,praise,noun,abstract,7.769,0.231,1.177,26,4.077,0.392,1.998,26,6.154,0.246,1.255,26,5.174,0.306,1.466,23,5.391,0.421,2.017,23,3,16.521,4.690,14.500,6,124.667,2,3.088,1.001,54,3.997,2,4.079,1,3
487,locker,casual,adjective,characterization,6.854,0.199,1.276,41,3.561,0.254,1.629,41,4.439,0.215,1.379,41,3.500,0.403,1.506,14,5.429,0.618,2.311,14,3,20.875,29.060,0.000,5,9.000,1,3.003,0.916,11,2.921,0,3.994,2,6
488,loyal,loyal,adjective,characterization,7.405,0.192,1.166,37,2.722,0.220,1.323,36,6.541,0.270,1.643,37,4.611,0.451,1.914,18,6.500,0.573,2.431,18,3,2.563,4.960,6.000,2,31.167,1,2.367,0.280,6,3.039,1,3.359,2,5
489,Lüge,lie,noun,abstract,2.611,0.226,1.358,36,7.194,0.221,1.327,36,5.944,0.452,2.714,36,5.591,0.284,1.333,22,3.636,0.312,1.465,22,6,7.542,48.030,32.000,3,301.500,1,3.283,1.195,23,4.446,2,4.273,2,4
490,lügen,to lie,verb,behavior,2.535,0.201,1.316,43,7.093,0.194,1.269,43,5.279,0.332,2.175,43,5.565,0.225,1.080,23,3.522,0.280,1.344,23,6,2.792,67.720,16.333,3,292.667,2,2.763,0.676,20,4.214,5,3.754,2,5
491,lüstern,lecherous,adjective,characterization,4.439,0.309,1.975,41,6.450,0.221,1.395,40,5.975,0.271,1.717,40,5.130,0.181,0.869,23,3.696,0.222,1.063,23,6,0.333,0.240,0.667,1,1.167,1,1.982,-0.105,10,2.531,1,2.977,2,7
492,Macht,power,noun,abstract,3.684,0.267,1.646,38,6.789,0.248,1.527,38,7.553,0.263,1.622,38,7.154,0.597,2.154,13,4.692,0.692,2.496,13,2,100.604,0.000,173.500,7,174.167,0,4.199,2.111,39,4.693,2,5.189,1,5
493,mächtig,powerful,adjective,characterization,4.424,0.230,1.324,33,6.030,0.244,1.403,33,7.212,0.267,1.536,33,7.857,0.294,1.099,14,3.929,0.615,2.303,14,1,13.646,15.470,57.500,0,0.000,0,3.268,1.181,2,1.672,0,4.258,2,7
494,Mainstream,mainstream,noun,abstract,4.125,0.194,1.100,32,4.710,0.192,1.071,31,5.774,0.240,1.334,31,5.231,0.690,2.488,13,6.462,0.656,2.367,13,7,2.396,0.200,0.000,0,0.000,0,1.000,-1.088,1,1.114,1,2.032,2,10
495,Maler,painter,noun,identity,5.925,0.158,0.997,40,4.475,0.237,1.502,40,4.825,0.171,1.083,40,4.667,0.376,1.303,12,2.917,0.379,1.311,12,7,21.813,7.210,32.500,5,90.667,1,3.734,1.646,33,3.776,0,4.724,2,5
496,Managerin,manageress,noun,identity,5.333,0.236,1.414,36,5.514,0.211,1.245,35,6.361,0.222,1.334,36,6.792,0.233,1.141,24,3.333,0.305,1.494,24,1,2.188,0.980,0.000,0,0.000,0,0.903,-1.184,0,0.000,0,1.944,4,9
497,Mandant,client,noun,identity,4.949,0.164,1.025,39,5.103,0.151,0.940,39,4.949,0.168,1.050,39,4.818,0.296,0.982,11,4.455,0.390,1.293,11,7,3.583,2.280,2.833,0,0.000,0,1.748,-0.339,2,0.301,0,2.746,2,7
498,manipulieren,to manipulate,verb,behavior,2.719,0.202,1.143,32,7.188,0.193,1.091,32,6.438,0.351,1.983,32,7.615,0.385,1.387,13,3.692,0.499,1.797,13,2,2.188,7.210,5.333,0,0.000,0,2.097,0.009,1,1.041,0,3.090,5,12
499,männlich,manly,adjective,characterization,5.941,0.263,1.536,34,5.794,0.214,1.250,34,5.970,0.273,1.571,33,6.214,0.300,1.122,14,4.500,0.292,1.092,14,5,3.438,7.680,26.167,0,0.000,0,2.605,0.518,2,1.531,0,3.597,2,8
500,Mannschaft,team,noun,identity,6.222,0.224,1.506,45,4.889,0.286,1.921,45,6.511,0.176,1.180,45,4.211,0.443,1.932,19,8.053,0.223,0.970,19,4,163.625,16.300,112.167,0,0.000,0,3.157,1.070,2,0.477,0,4.148,2,10
501,maskulin,masculine,adjective,characterization,5.694,0.258,1.546,36,5.639,0.222,1.334,36,6.306,0.210,1.261,36,6.417,0.216,1.060,24,4.125,0.291,1.424,24,5,0.292,0.510,0.333,0,0.000,0,0.778,-1.309,0,0.000,0,1.835,3,8
502,mein,my,adjective,characterization,6.487,0.214,1.335,39,3.974,0.239,1.495,39,6.487,0.262,1.636,39,5.875,0.202,0.992,24,1.583,0.169,0.830,24,5,77.479,2438.950,577.167,10,21340.833,2,4.541,2.454,54,5.534,2,5.531,1,4
503,Meinung,opinion,noun,abstract,6.571,0.238,1.260,28,5.143,0.370,1.957,28,6.750,0.239,1.266,28,4.391,0.325,1.559,23,3.217,0.382,1.833,23,5,93.688,92.960,244.167,0,0.000,0,4.077,1.990,6,1.964,0,5.067,2,7
504,menschenunwürdig,inhumane,adjective,characterization,2.095,0.270,1.750,42,7.452,0.199,1.292,42,6.071,0.436,2.823,42,6.615,0.781,2.815,13,5.538,0.475,1.713,13,2,0.208,0.000,1.333,0,0.000,0,1.204,-0.883,1,0.000,0,2.221,5,16
505,Mentor,mentor,noun,identity,6.323,0.234,1.301,31,4.097,0.260,1.446,31,6.000,0.245,1.366,31,5.400,0.235,0.910,15,5.467,0.336,1.302,15,5,2.563,3.030,1.500,0,0.000,0,1.785,-0.302,7,1.176,0,2.783,2,6
506,meutern,to mutiny,verb,behavior,4.406,0.245,1.388,32,7.156,0.229,1.298,32,5.438,0.339,1.917,32,4.792,0.390,1.911,24,6.708,0.388,1.899,24,4,0.083,0.350,0.500,0,0.000,0,1.146,-0.941,5,1.204,0,2.166,2,7
507,Migrant,migrant,noun,identity,5.042,0.197,1.368,48,5.688,0.134,0.926,48,4.417,0.178,1.235,48,5.444,0.414,1.756,18,5.278,0.547,2.321,18,7,0.167,0.000,0.000,0,0.000,0,0.000,-2.088,0,0.000,0,1.291,2,7
508,Milieu,milieu,noun,abstract,4.207,0.235,1.264,29,5.793,0.264,1.424,29,5.759,0.251,1.354,29,4.400,0.285,1.273,20,6.000,0.417,1.864,20,4,6.604,0.310,6.500,0,0.000,0,2.886,0.798,2,1.681,0,3.877,2,6
509,militant,militant,adjective,characterization,2.519,0.299,1.553,27,7.444,0.187,0.974,27,6.667,0.320,1.664,27,6.500,0.584,2.479,18,4.722,0.541,2.296,18,2,0.729,0.160,3.333,0,0.000,0,1.491,-0.596,2,1.204,0,2.495,3,8
510,Millionär,millionaire,noun,identity,5.621,0.338,1.821,29,5.345,0.348,1.876,29,6.379,0.319,1.720,29,6.043,0.277,1.331,23,2.261,0.351,1.685,23,5,4.938,4.530,8.833,0,0.000,0,2.377,0.289,2,0.301,0,3.369,4,9
511,Minderheit,minority,noun,abstract,4.488,0.198,1.267,41,5.341,0.196,1.257,41,3.805,0.237,1.520,41,5.000,0.316,1.265,16,6.625,0.340,1.360,16,7,19.333,1.540,16.333,0,0.000,0,3.161,1.073,2,0.301,0,4.151,3,10
512,minderjährig,underage,adjective,characterization,4.909,0.126,0.723,33,4.879,0.203,1.166,33,3.667,0.172,0.990,33,5.000,0.424,1.528,13,4.769,0.411,1.481,13,7,0.688,1.610,1.833,0,0.000,0,1.716,-0.372,1,0.301,0,2.714,4,12
513,minderwertig,inferior,adjective,characterization,2.114,0.163,0.963,35,6.171,0.303,1.790,35,3.857,0.477,2.819,35,6.625,0.312,1.527,24,4.375,0.360,1.765,24,8,0.313,0.590,2.833,0,0.000,0,2.312,0.224,0,0.000,0,3.304,4,12
514,Minister,minister,noun,identity,4.528,0.241,1.444,36,5.167,0.209,1.254,36,5.833,0.220,1.320,36,7.000,0.229,0.970,18,4.389,0.405,1.720,18,1,80.750,14.720,178.000,0,0.000,0,4.154,2.067,8,1.591,0,5.144,3,8
515,Mitarbeiter,colleague,noun,identity,5.026,0.190,1.174,38,5.000,0.207,1.273,38,4.789,0.220,1.359,38,4.529,0.229,0.943,17,5.765,0.265,1.091,17,7,205.938,13.620,114.833,1,15.000,0,3.582,1.494,2,1.176,0,4.572,4,11
516,Mitbewohner,roommate,noun,identity,5.727,0.221,1.468,44,5.186,0.234,1.532,43,5.233,0.132,0.868,43,2.700,0.231,1.031,20,6.850,0.472,2.110,20,4,1.563,5.080,0.000,0,0.000,0,1.914,-0.174,0,0.000,0,2.909,4,11
517,Miteinander,intimacy,noun,abstract,7.464,0.209,1.105,28,4.214,0.396,2.097,28,6.893,0.232,1.227,28,2.200,0.355,1.373,15,8.667,0.126,0.488,15,3,5.458,0.000,0.000,0,0.000,0,2.303,0.216,1,3.865,1,3.295,4,11
518,Mitgefühl,empathy,noun,abstract,7.529,0.228,1.331,34,3.176,0.323,1.882,34,6.000,0.267,1.557,34,2.778,0.329,1.396,18,6.889,0.542,2.298,18,3,4.375,10.280,2.667,0,0.000,0,2.537,0.449,2,0.845,0,3.528,3,9
519,Mitgliedschaft,membership,noun,abstract,5.966,0.240,1.295,29,4.483,0.251,1.353,29,5.172,0.314,1.692,29,4.450,0.276,1.234,20,6.600,0.373,1.667,20,4,12.813,2.050,11.833,0,0.000,0,3.113,1.025,0,0.000,0,4.103,3,14
520,Mitläufer,follower,noun,identity,2.800,0.217,1.186,30,5.667,0.333,1.826,30,3.633,0.357,1.956,30,6.000,0.667,2.828,18,6.722,0.463,1.965,18,8,1.688,0.430,3.000,0,0.000,0,2.220,0.133,0,0.000,0,3.213,3,9
521,Mitleid,empathy,noun,abstract,4.850,0.257,1.626,40,4.300,0.227,1.436,40,5.075,0.244,1.542,40,3.600,0.252,1.258,25,5.640,0.432,2.158,25,4,8.167,23.470,14.833,0,0.000,0,3.236,1.149,1,0.477,0,4.226,2,7
522,mitleiden,to suffer with sb.,verb,behavior,4.578,0.251,1.685,45,5.489,0.237,1.590,45,4.711,0.228,1.532,45,2.870,0.202,0.968,23,6.130,0.570,2.735,23,4,0.167,0.000,0.333,0,0.000,0,0.954,-1.133,3,1.756,1,1.990,3,9
523,mitreden,to have a say,verb,behavior,6.351,0.223,1.358,37,5.278,0.292,1.750,36,5.971,0.186,1.098,35,3.063,0.309,1.237,16,7.000,0.342,1.366,16,4,3.583,0.870,3.500,0,0.000,0,2.207,0.119,2,0.845,0,3.200,3,8
524,Mitschüler,classmate,noun,identity,5.366,0.155,0.994,41,5.049,0.164,1.048,41,5.000,0.131,0.837,41,3.933,0.316,1.223,15,6.800,0.223,0.862,15,4,4.229,1.970,3.500,0,0.000,0,2.377,0.289,0,0.000,0,3.369,3,10
525,mittellos,penniless,adjective,characterization,2.622,0.187,1.139,37,6.919,0.267,1.622,37,3.595,0.402,2.443,37,5.174,0.224,1.072,23,4.391,0.325,1.559,23,8,0.625,0.550,1.000,0,0.000,0,1.991,-0.096,1,0.301,0,2.986,3,9
526,Mittelschicht,middle class,noun,identity,4.880,0.240,1.201,25,4.240,0.218,1.091,25,5.240,0.266,1.332,25,5.500,0.466,1.743,14,5.786,0.556,2.082,14,7,1.979,0.910,1.167,0,0.000,0,1.996,-0.092,0,0.000,0,2.990,3,13
527,Monarchie,monarchy,noun,abstract,4.633,0.227,1.245,30,4.467,0.302,1.655,30,5.633,0.385,2.109,30,6.667,0.850,2.550,9,4.556,0.626,1.878,9,1,4.375,0.750,8.000,1,0.000,0,3.173,1.086,3,1.491,0,4.164,3,9
528,moralisch,moral,adjective,characterization,5.500,0.321,1.757,30,4.600,0.294,1.610,30,6.267,0.291,1.596,30,4.864,0.462,2.167,22,6.727,0.317,1.486,22,4,7.313,2.720,43.833,0,0.000,0,3.007,0.920,1,1.491,0,3.998,3,9
529,Moralist,moralist,noun,identity,4.133,0.245,1.646,45,5.600,0.219,1.468,45,5.273,0.263,1.744,44,5.217,0.449,2.152,23,4.913,0.387,1.857,23,7,0.708,0.080,1.000,0,0.000,0,1.833,-0.255,2,0.301,0,2.829,3,8
530,Moschee,mosque,noun,setting,4.677,0.272,1.514,31,5.097,0.255,1.423,31,5.613,0.200,1.116,31,5.500,0.456,2.039,20,7.550,0.285,1.276,20,4,8.188,1.850,2.667,0,0.000,0,2.439,0.352,2,0.301,0,3.431,2,7
