item,word_english,definition_phrase,aoa_M,RT_M,RT_SD,item_Z,,,,,,,
698,offense,violation,5.172413793,3085.511034,2019.368622,0.401184177,,,,,,,
698,offense,act of attacking,5,3069.564643,948.5575608,0.114120375,,,,,,,
699,oil,crude petroleum,3.068965517,3201.63,1382.399097,-1.133399466,,,,,,,
699,oil,type of paint,3.192307692,3661.678519,3277.999363,-1.145572935,,,,,,,
700,okay,allowable,3.214285714,3590.997931,2747.111121,-1.046944706,,,,,,,
700,okay,affirmative response,4.571428571,3224.298571,1677.315386,-0.112517685,,,,,,,
700,okay,correct,4.678571429,4531.895714,5373.863271,0.035712719,,,,,,,
701,olive,greenish color,3.888888889,4722.0625,3162.736648,-0.532608406,,,,,,,
701,olive,fruit of evergreen tree,4.655172414,5635.137586,4459.355882,-0.014786918,,,,,,,
702,on,indicates location,3.551724138,6155.672414,3708.978814,-0.729312248,,,,,,,
702,on,indicates occurence,4.535714286,4483.843929,3182.665026,-0.189390962,,,,,,,
702,on,about...that is a book on astronomy,3.535714286,4385.306429,2497.544678,-0.886224112,,,,,,,
702,on,for support,4.703703704,4698.612143,8049.784729,-0.131132429,,,,,,,
703,once,happening on a single occasion,4.074074074,5702.780741,9405.951139,-0.433293123,,,,,,,
703,once,former,4.592592593,4125.141786,2504.009846,-0.026626827,,,,,,,
703,once,suddenly,2.714285714,4611.54069,4024.98123,-1.427428105,,,,,,,
703,once,simultaneously,1.862068966,2393.671724,981.6123658,-1.911431732,,,,,,,
704,one,a single unit,3.678571429,3155.918214,1350.897755,-0.660922895,,,,,,,
704,one,number,1.928571429,3663.569643,3604.985987,-1.873245016,,,,,,,
704,one,particular thing,4.37037037,4568.773214,2929.298389,-0.318085342,,,,,,,
704,one,first number,2.814814815,3738.472143,2403.815383,-1.216907284,,,,,,,
704,one,pronoun,5.518518519,3452.165357,2151.468331,0.368526993,,,,,,,
705,open,not closed,5.25,3961.228214,2532.597593,0.346211828,,,,,,,
705,open,undecided,4.068965517,4091.185517,2424.437169,-0.402524902,,,,,,,
705,open,unreserved,4.714285714,4238.284286,4221.334155,0.155808363,,,,,,,
705,open,unoccupied,4.137931034,5258.145172,3844.84141,-0.254497364,,,,,,,
705,open,to begin with something,5.068965517,3216.114138,2162.374353,0.279827253,,,,,,,
705,open,to afford access,4.655172414,6209.247931,6171.796791,-0.021557942,,,,,,,
705,open,receptive,5.107142857,4135.398214,2468.047978,0.280345631,,,,,,,
705,open,extended,5.071428571,3524.59,2151.859454,0.30871595,,,,,,,
706,opener,device for uncovering things,3.827586207,3788.345172,2286.161114,-0.550248193,,,,,,,
706,opener,first in a series,5.285714286,3591.930345,2007.007831,0.499178644,,,,,,,
707,opening,vacancy,4.214285714,3176.391786,5299.168862,-0.331072174,,,,,,,
707,opening,entrance,5.185185185,5399.912593,4688.849128,0.359383155,,,,,,,
707,opening,first night of a production,4.178571429,4130.996552,3553.043466,-0.31094559,,,,,,,
708,operation,particular process,5.642857143,4941.394643,3315.98189,0.685541587,,,,,,,
708,operation,surgery,5.888888889,2695.59,816.0130476,0.79208233,,,,,,,
709,option,a choice,2.896551724,3420.744138,2295.438983,-1.189906893,,,,,,,
709,option,right to acquire something in the future,2.413793103,3396.207586,3326.017143,-1.666570583,,,,,,,
709,option,football play,4.310344828,6910.103793,18583.95405,-0.242863481,,,,,,,
710,orange,citris fruit,4.793103448,5174.89,4298.505887,0.159863014,,,,,,,
710,orange,a color,5.607142857,4401.35,3941.034417,0.618427109,,,,,,,
711,order,command,5.464285714,3598.736429,2034.185174,0.567235515,,,,,,,
711,order,proper functioning,4.142857143,4382.381071,3161.820351,-0.476526108,,,,,,,
711,order,conformity to law,4.222222222,3496.838214,3262.4273,-0.202795243,,,,,,,
711,order,established regime,5.24137931,4517.483793,3559.208986,0.485906202,,,,,,,
711,order,sucession of things... listed in order,6.75,3813.148214,2144.872495,1.433061392,,,,,,,
712,organ,type of instrument,4.655172414,3156.584483,1667.465119,0.092575166,,,,,,,
712,organ,distinct group of functioning tissue,5.071428571,4603.0775,2804.756275,0.234246423,,,,,,,
712,organ,slang for penis,5.740740741,4967.178148,4525.53706,0.723543658,,,,,,,
713,organization,a group,5.620689655,5251.763448,6551.15083,0.669853342,,,,,,,
713,organization,quality of being organized,5.344827586,3235.488276,2160.229809,0.441408073,,,,,,,
714,orient,position toward an object,3.392857143,4926.577857,8159.052472,-0.905086508,,,,,,,
714,orient,countries of asia,2.448275862,3581.069655,2424.249064,-1.563130325,,,,,,,
715,ornament,to adorn,3.607142857,4989.080357,4561.336387,-0.679323553,,,,,,,
715,ornament,decoration,3.068965517,3164.490345,2026.768838,-1.025577953,,,,,,,
716,ouch,exclamation indicating pain,4.285714286,4184.688214,2821.774343,-0.287211271,,,,,,,
461,our,owned by self and others,3.5,6150.74,7660.0815,-0.791454042,,,,,,,
717,ours,mine and yours,4.703703704,4408.9375,3927.612951,0.072794519,,,,,,,
718,out,away from one's home,4.655172414,4634.711724,2904.962495,-0.020739411,,,,,,,
718,out,to go outdoors,4.357142857,4392.168214,4787.944487,-0.148930008,,,,,,,
718,out,state of depletion,3.482758621,4050.940345,3851.781569,-0.712973291,,,,,,,
718,out,to project/extend,5,3613.248519,3554.145532,0.243577732,,,,,,,
718,out,loudly,4.689655172,4620.442069,3320.482539,-0.038812243,,,,,,,
718,out,baseball term,6,4188.902593,3507.491551,0.940125684,,,,,,,
719,outlet,an exit,5.5,4070.516429,1655.147833,0.656292735,,,,,,,
719,outlet,part of electrical wiring system,4.571428571,4775.714286,4319.113098,0.063072911,,,,,,,
719,outlet,commercial market for goods,4.538461538,3931.421923,2544.371943,0.03630445,,,,,,,
719,outlet,means of expression,4.296296296,2694.671111,1400.025547,-0.279824897,,,,,,,
720,outline,contour or boundary,6.392857143,2378.006429,959.9070401,1.214493405,,,,,,,
720,outline,general sketch of something,3.666666667,3199.465185,1186.745109,-0.777290369,,,,,,,
721,ox,bovine animal,3.928571429,4089.903929,2180.453061,-0.398651622,,,,,,,
721,ox,clumsy man,4.379310345,4230.152759,1673.38804,-0.224538084,,,,,,,
722,pack,load a suitcase for travel,4.607142857,6295.416071,7690.446328,-0.172568441,,,,,,,
722,pack,a group of people or animals,4.214285714,3403.978966,2284.397254,-0.266837778,,,,,,,
722,pack,a wrapped bundle for easy carrying,6.535714286,3178.375,2020.019758,1.362674822,,,,,,,
722,pack,to compact into a mass,4.413793103,3761.703448,2055.329369,-0.211011706,,,,,,,
723,package,mailed parcel,5,2674.667586,1203.784248,0.265602215,,,,,,,
723,package,slang for men's genitalia,5.107142857,4308.061429,2292.039915,0.277861751,,,,,,,
724,pad,a paper tablet,4.620689655,4921.586552,4635.666871,-0.042287029,,,,,,,
724,pad,on animals' feet,6.071428571,3112.798214,1054.055283,1.010680701,,,,,,,
724,pad,piece of absorbent material,4.689655172,3973.274483,3307.668569,-0.024091414,,,,,,,
724,pad,part of lily plant,4.551724138,3372.352069,2149.623392,-0.171201494,,,,,,,
724,pad,slang for living-quarters,3.793103448,3183.904483,1655.019729,-0.538599619,,,,,,,
724,pad,to stuff with padding,3.428571429,3529.731071,3130.579509,-0.903099419,,,,,,,
724,pad,cushion for softness,3.482758621,4513.928276,2686.680748,-0.885693828,,,,,,,
725,paddle,a short oar,2.678571429,3360.816429,1648.376215,-1.34878588,,,,,,,
725,paddle,to spank someone,6.137931034,4335.168276,2084.006567,1.136825676,,,,,,,
726,pail,small bucket,3.172413793,2620.985517,2101.225781,-1.030662725,,,,,,,
727,paint,decorative liquid substance,4,3396.152069,3332.862089,-0.448802876,,,,,,,
727,paint,to cover something with paint,3.724137931,2617.524138,1339.487556,-0.69567409,,,,,,,
727,paint,type of pony,3.607142857,3036.9175,1596.871877,-0.691171475,,,,,,,
728,pair,two,6.172413793,3457.322759,2001.586639,1.036742978,,,,,,,
726,pale,light,5.310344828,5316.53,3181.263145,0.478267376,,,,,,,
729,palm,type of tree,5.586206897,3989.23069,3647.382083,0.729889832,,,,,,,
729,palm,underside of hand,4.448275862,4495.29069,5034.899816,-0.040647346,,,,,,,
729,palm,to steal something,5.392857143,3993.803571,2082.162721,0.516943224,,,,,,,
730,panel,portion of a wall forming a frame,5.862068966,4546.956552,2358.198196,0.802208963,,,,,,,
730,panel,group of people gathered to discuss,3.655172414,3511.004483,2909.583578,-0.621809785,,,,,,,
730,panel,flat piece of wood,2.965517241,3808.214828,1874.626971,-1.159897158,,,,,,,
730,panel,instrument display,3.962962963,4044.129259,2913.140506,-0.598025503,,,,,,,
728,pare,to cut-out a fruit core,2.884615385,2900.805,1689.54427,-1.220537192,,,,,,,
729,park,to stop one's car,5.074074074,3385.573704,2269.685069,0.266727126,,,,,,,
729,park,area of land for enjoyment,3.714285714,8505.458621,10523.78454,-0.531321889,,,,,,,
729,park,enclosed area for sports,4.678571429,5242.821429,7646.531134,-0.017640443,,,,,,,
730,parrot,type of bird,4.357142857,3157.236429,1771.016065,-0.22070341,,,,,,,
730,parrot,to mimic someone,4.571428571,4460.436786,3072.843449,0.015269532,,,,,,,
731,part,separate portion of a whole,3.5,3462.248929,2503.090259,-0.829270838,,,,,,,
731,part,essential attribute,4.518518519,6084.405556,7757.912538,-0.078650924,,,,,,,
731,part,a role,4.275862069,3255.76069,2229.795454,-0.37867748,,,,,,,
732,pass,to complete successfully,4.678571429,3852.635714,2987.910183,-0.030179693,,,,,,,
732,pass,to go by,4.551724138,3063.996207,1952.095983,0.043089764,,,,,,,
732,pass,to let go without notice,3.857142857,3733.791429,3261.513294,-0.440006146,,,,,,,
732,pass,to deliver,5.035714286,4722.413929,3998.753524,0.225022992,,,,,,,
732,pass,to approve,4.24137931,3328.777586,2107.120585,-0.191194027,,,,,,,
733,pass out,to faint,4.928571429,4301.101429,2653.900725,0.248039222,,,,,,,
733,pass out,to hand out something,5.321428571,5669.150357,4744.38981,0.575617817,,,,,,,
734,passage,part of written story,5.931034483,3846.743793,2626.498761,0.900525222,,,,,,,
734,passage,narrow hallway,4,4463.318276,2748.067466,-0.368818496,,,,,,,
734,passage,to voyage by water,4.296296296,4134.365556,2755.859467,-0.289209018,,,,,,,
735,passive,to not react visibly,4.448275862,4614.796552,4384.092703,-0.090466478,,,,,,,
735,passive,type of voice in writing,5.172413793,5650.587586,8158.241755,0.356125978,,,,,,,
736,patch,small field for growing vegetables,5.586206897,4089.016552,2216.057256,0.64587283,,,,,,,
736,patch,small piece of a quilt,4.75,5709.310714,6408.957667,0.036713859,,,,,,,
736,patch,to mend or cover something,4.333333333,5903.231786,7508.699367,-0.22823889,,,,,,,
736,patch,to settle or smooth over,4.206896552,2997.189655,2311.135506,-0.436615997,,,,,,,
736,patch,to hook up,4.172413793,3650.793793,1794.983589,-0.368270181,,,,,,,
737,patient,bearing annoyance with calm,3.071428571,2610.553571,1497.523976,-1.154939309,,,,,,,
737,patient,person receiving medical treatment,4.931034483,3003.60931,1284.36118,0.198917072,,,,,,,
738,pause,to wait,6.25,5056.703929,5011.624638,1.067470828,,,,,,,
738,pause,to stop a recording,5.896551724,3777.994828,3685.676468,0.761266583,,,,,,,
740,pawn,type of chess piece,3.035714286,2657.703929,1457.507202,-1.177700447,,,,,,,
740,pawn,to deposit something as security for a loan,5.535714286,4087.964138,2856.278146,0.755874768,,,,,,,
740,pawn,someone who is used by another,4.407407407,3057.198148,1790.623293,-0.267768256,,,,,,,
739,paws,animal,5.172413793,3571.944138,2202.268739,0.36738749,,,,,,,
741,peach,fruit,3,2615.663103,1580.347832,-1.210844492,,,,,,,
741,peach,pleasing person,3.035714286,2725.79,1922.173732,-1.052993372,,,,,,,
742,peak,pointed top of a mountain,3.925925926,2847.824643,1532.380175,-0.556771411,,,,,,,
742,peak,most important level,3.24137931,3753.385517,2474.067461,-0.96858628,,,,,,,
728,pear,fruit,4.777777778,4065.680357,2568.100622,0.001228285,,,,,,,
743,pen,writing instrument,4.206896552,6329.236552,6781.272261,-0.308609589,,,,,,,
743,pen,to write something,5.103448276,4566.472759,3901.83376,0.300762327,,,,,,,
744,people,collective humans,5.107142857,3927.517931,2734.116621,0.093343049,,,,,,,
744,people,subjects of a ruler,3.296296296,4240.587407,2389.166467,-0.81001431,,,,,,,
745,perfect,conforming exactly to the ideal,5.888888889,4186.087407,2386.403438,0.885748131,,,,,,,
745,perfect,unmixed,5.642857143,5994.901379,5919.415393,0.658592415,,,,,,,
746,period,large interval of time,6.310344828,4267.343103,2722.971197,1.07320579,,,,,,,
746,period,punctuation mark at the end of sentence,2.571428571,2852.134286,1822.306983,-1.44510624,,,,,,,
746,period,occurance of menstruation,3.75,3756.402857,3035.776424,-0.625011251,,,,,,,
746,period,duration of one complete wave cycle,6,2782.20963,1362.951975,0.89605723,,,,,,,
746,period,sequence of elements in periodic table,3.482758621,2687.214483,1355.416913,-0.865983302,,,,,,,
747,pet,to caress,4.75,3742.756071,2311.439152,0.075723958,,,,,,,
747,pet,domestic animal,5.310344828,3482.630345,1889.91677,0.422237589,,,,,,,
317,phat,awesome,3.793103448,2787.931724,1143.626691,-0.495412385,,,,,,,
748,pick,to choose from a group,4.321428571,3262.195714,2542.974503,-0.294773537,,,,,,,
748,pick,tool used for loosening something,4.607142857,2754.8025,1402.901039,-0.168737519,,,,,,,
748,pick,to pluck a musical instrument,6.137931034,2493.732069,944.7249639,1.159238079,,,,,,,
748,pick,to harvest,4.25,4342.094286,2519.583937,-0.343067562,,,,,,,
749,pig,swine,4.24137931,4714.345517,2816.340812,-0.300393731,,,,,,,
749,pig,filthy person,5.413793103,5511.145172,5714.643057,0.602232308,,,,,,,
749,pig,police officer,4.428571429,3764.762143,2010.511645,-0.060514325,,,,,,,
750,pin,piece of metal for fastening,3,3468.611071,1808.650369,-1.209664701,,,,,,,
750,pin,wooden club in bowling,4.310344828,5779.675517,3613.100352,-0.171258719,,,,,,,
750,pin,flag in golf used to identify hole,4.071428571,3177.219643,2029.07023,-0.488204789,,,,,,,
750,pin,to hold down one's opponent in wrestling,6.137931034,2485.133793,894.1798997,0.994057834,,,,,,,
751,pinch,to squeeze tightly,5.517241379,3074.799655,1644.967601,0.562977505,,,,,,,
751,pinch,to constrict unnaturally,5.321428571,3948.347857,2222.244136,0.553367501,,,,,,,
752,pine,evergreen tree,6.740740741,5283.237143,7878.173702,1.283232824,,,,,,,
752,pine,to yearn deeply,4.357142857,2958.268214,1672.693312,-0.281245918,,,,,,,
753,pissed,angered,5.310344828,4671.525862,2967.950915,0.517605901,,,,,,,
753,pissed,urinated,4.689655172,4173.003793,2420.852671,0.141229292,,,,,,,
753,pissed,intoxicated,5,2963.416207,1556.644582,0.214996171,,,,,,,
754,pit,hole in the ground,3.586206897,2948.468276,2614.532976,-0.657164913,,,,,,,
754,pit,side area of a car racing track,6.275862069,3506.692759,1995.138555,1.232754114,,,,,,,
754,pit,stone of a fruit,5,3353.954643,1697.026584,0.278630946,,,,,,,
754,pit,natural hollow in the body,5.620689655,4303.44069,3149.44506,0.751513004,,,,,,,
755,pitch,to set up a tent,5.655172414,2576.963448,1135.972336,0.655352473,,,,,,,
755,pitch,to throw a baseball,4.586206897,3572.941379,1296.869326,-0.075767445,,,,,,,
755,pitch,type of card game,5.214285714,4005.692143,2910.707763,0.336297327,,,,,,,
755,pitch,highest point,4.214285714,4332.957857,1956.173347,-0.280158606,,,,,,,
755,pitch,to try to sell something,3.517241379,3814.597241,4132.178905,-0.783593133,,,,,,,
755,pitch,to help...pitch in,3.964285714,3808.975714,2744.315355,-0.554513731,,,,,,,
755,pitch,to discard,4.931034483,4086.175172,2214.328985,0.086304091,,,,,,,
755,pitch,a particular musical tone,4.517241379,6974.496552,6027.458032,-0.039465244,,,,,,,
756,pitcher,container with a handle for pouring liquids,5.25,5724.728214,3077.942982,0.422342952,,,,,,,
756,pitcher,person who throws in baseball,3.827586207,4062.607586,3429.19331,-0.552676631,,,,,,,
757,place,a residence,4.071428571,5888.783793,4810.296723,-0.571788084,,,,,,,
757,place,position of a decimal,4.37037037,5804.223214,4853.483298,-0.415137995,,,,,,,
757,place,in substituion...use water in place of milk,4.655172414,4009.08931,2407.371029,-0.053969884,,,,,,,
757,place,duty...it's not your place to tell me that,4.962962963,5441.785357,3457.479377,0.199276505,,,,,,,
757,place,a seat,5.142857143,2908.833571,1157.720166,0.225369251,,,,,,,
757,place,particular portion of space,4.034482759,4162.118621,2417.682676,-0.386834393,,,,,,,
757,place,position among competitors,5.185185185,4268.579643,1803.007999,0.329835409,,,,,,,
757,place,to give an order,5,3105.166552,1448.257178,0.270218857,,,,,,,
758,plain,clear to the eye or ear,2.862068966,2791.01,1980.031561,-1.161072791,,,,,,,
758,plain,not attractive,5.379310345,3946.20069,3322.171261,0.560336212,,,,,,,
758,plain,without pattern,5.172413793,3066.648966,1393.458987,0.331488348,,,,,,,
758,plain,"broad, treeless expanse",6.206896552,5392.751379,3413.696934,1.076125291,,,,,,,
758,plane,flat surface,5.448275862,2575.335862,1387.825454,0.470786777,,,,,,,
758,plane,airplane,6.24137931,3305.692759,1773.394129,1.084827551,,,,,,,
759,plaque,commemorative tablet,6.814814815,2152.685185,746.850381,1.505216939,,,,,,,
759,plaque,film on teeth,6.103448276,3389.268966,2277.360179,1.013803665,,,,,,,
759,plaque,flat raised patch on skin or in arteries,3.034482759,3744.526552,2100.568819,-1.174552675,,,,,,,
760,plaster,to cover walls,4.571428571,3979.453571,2615.790044,-0.148563202,,,,,,,
760,plaster,powdered gypsum,6.142857143,5837.769643,5688.00275,1.014781974,,,,,,,
760,plaster,to be really drunk,3.928571429,3160.848214,2089.312134,-0.598573235,,,,,,,
760,plaster,to defeat decisively,3.896551724,4085.651379,2658.10788,-0.420259192,,,,,,,
761,plate,shallow dish,2.642857143,2652.581786,1334.586322,-1.33733125,,,,,,,
761,plate,flat piece of metal,3.379310345,3434.862414,1846.329746,-0.867964856,,,,,,,
761,plate,full-page of illustration in a book,5.821428571,4917.185,7476.902757,0.836700594,,,,,,,
761,plate,base in baseball,4.321428571,3338.488571,2173.686866,-0.178542202,,,,,,,
762,play,a dramatic performance,6.285714286,2860.020357,2021.561536,1.127466073,,,,,,,
762,play,in a game,4.517241379,5381.305862,2508.738402,-0.096383601,,,,,,,
762,play,to exploit,2.925925926,3279.57963,2134.35086,-1.340877209,,,,,,,
762,play,to perform on a musical instrument,4.24137931,5800.874483,5237.126431,-0.235535503,,,,,,,
763,player,a performer,4.379310345,2887.963103,1649.34576,-0.236165753,,,,,,,
763,player,a pimp,4.689655172,5292.202759,11684.45021,0.122042865,,,,,,,
763,player,sound or image producing machine,5.310344828,2923.621724,1813.656031,0.396997369,,,,,,,
764,please,a polite request,5.035714286,4896.236071,3538.127177,0.407463808,,,,,,,
764,please,to act to pleasure,4.379310345,4070.257586,1807.483196,-0.193518943,,,,,,,
765,plot,storyline,4.321428571,3550.543793,2175.464379,-0.422384833,,,,,,,
765,plot,measured piece of land,5.857142857,5096.872143,3395.21137,0.863701647,,,,,,,
765,plot,to draw on a map,6.068965517,3629.546897,4118.21769,1.067197751,,,,,,,
765,plot,a secret plan or scheme,3.407407407,4681.520741,7385.671829,-0.86059809,,,,,,,
766,plug,material to stop a hole,4.148148148,4239.577037,4711.855628,-0.357291597,,,,,,,
766,plug,electrical device,3.24137931,3464.335517,1956.363292,-0.982066329,,,,,,,
766,plug,favorable mention of something,4.482758621,3393.531724,1746.846329,-0.157677103,,,,,,,
766,plug,a bullet,4.285714286,5536.905357,3963.778474,-0.155115714,,,,,,,
767,plus,addition,3.827586207,3671.127586,1658.12474,-0.572953429,,,,,,,
767,plus,positive gain,5.206896552,6297.919655,5864.271066,0.511498011,,,,,,,
768,point,sharp end,5.655172414,4310.589655,1670.994325,0.81311404,,,,,,,
768,point,decimal,3.586206897,4624.064138,4962.507259,-0.670488763,,,,,,,
768,point,indicating position,5,3848.176923,2966.352734,0.186280102,,,,,,,
768,point,in a game or on a test,4.928571429,3244.191429,2473.939185,0.156410187,,,,,,,
768,point,attentive stance of a hunting dog,5.689655172,3457.790345,1956.487559,0.706039283,,,,,,,
768,point,to aim,4.821428571,3280.915,1826.410285,0.198543623,,,,,,,
768,point,to emphasize,4.034482759,3265.731724,1506.702052,-0.517497063,,,,,,,
768,point,distinct condition,3.310344828,3897.956552,2331.124601,-0.81695226,,,,,,,
769,polish,to make smooth,4.586206897,4335.742069,1743.94069,0.014204599,,,,,,,
769,polish,to finish quickly,6.296296296,2737.248889,937.196556,1.065758701,,,,,,,
769,polish,glossy substance,3.333333333,2755.980741,1304.325944,-1.043012183,,,,,,,
770,pop,short explosive sound,5.068965517,3747.687586,1816.719012,0.241612478,,,,,,,
770,pop,type of hit in baseball,6,3736.667586,2072.51132,0.975441279,,,,,,,
770,pop,to take pills,5.448275862,3716.226552,1396.675082,0.463996069,,,,,,,
770,pop,soda,5,3333.327586,2375.504098,0.211245371,,,,,,,
770,pop,unexpectedly...she gave us a pop quiz,6,3844.861379,2803.452227,0.88905009,,,,,,,
770,pop,propose marriage,6.321428571,3130.066071,1783.902576,1.299665605,,,,,,,
770,pop,pertaining to popular culture,6.137931034,4925.034138,4210.340245,1.070122521,,,,,,,
770,pop,to burst open suddenly,4.689655172,4545.298276,2847.568685,0.019507472,,,,,,,
771,port,a harbor,4.857142857,4888.542857,3357.587167,0.154690138,,,,,,,
771,port,left-hand side of a vessel,4.964285714,3469.9075,5165.038661,0.149901785,,,,,,,
771,port,type of red wine,5.275862069,4408.742759,4185.80775,0.468639165,,,,,,,
771,port,computer terminal for data connection,6.037037037,4408.314074,2358.025867,0.982809557,,,,,,,
772,position,reference to a location,4.666666667,3709.142593,3455.946704,0.058997201,,,,,,,
772,position,appropriate place,4.333333333,3490.471111,2525.328475,-0.280565215,,,,,,,
772,position,status,4.551724138,4304.330345,2080.12376,-0.039591824,,,,,,,
772,position,post of employment,4.896551724,4576.915517,3345.552451,0.20805754,,,,,,,
772,position,musical arrangement of tones,5.777777778,5174.278889,2816.735487,0.74614676,,,,,,,
773,positive,being confident,5.75,3739.063214,1646.726371,0.778613879,,,,,,,
773,positive,approval,5.5,3851.324286,1752.856821,0.501344182,,,,,,,
773,positive,quantity greater than zero,4.75,4162.97,6155.650896,0.082351205,,,,,,,
774,post,support beam,5.714285714,2992.554643,1251.195947,0.716032287,,,,,,,
774,post,pole on a racetrack,3.689655172,4640.381379,4012.727005,-0.672177697,,,,,,,
774,post,type of computer message,6.103448276,2618.567241,1279.696069,1.124960712,,,,,,,
774,post,publish on a list,4.142857143,4368.431429,5537.033628,-0.285261398,,,,,,,
774,post,to send a letter,3.666666667,4119.103704,2575.456862,-0.812431781,,,,,,,
774,post,position of employment,4.222222222,3122.942222,2038.000563,-0.306718164,,,,,,,
775,pot,deep bowl for cooking,3.689655172,2795.426552,1307.719813,-0.643187958,,,,,,,
775,pot,slang for marijuana,4.814814815,3577.901111,3358.255945,0.147520773,,,,,,,
775,pot,to plant,4.482758621,18678.90552,80906.54347,-0.066572731,,,,,,,
775,pot,container for heating coffee/tea,4.62962963,4294.741481,1996.469505,-0.029965197,,,,,,,
776,pouch,small bag,5.464285714,3697.318929,2075.04759,0.510552288,,,,,,,
776,pouch,on a kangaroo,4.214285714,3105.534286,1789.685579,-0.235498085,,,,,,,
777,pound,to strike repeatedly,4.137931034,4571.945862,5668.753887,-0.405314537,,,,,,,
777,pound,unit of weight = 16oz,5.142857143,3511.685714,1646.270523,0.394939373,,,,,,,
777,pound,enclosure for sheltering animals,5.111111111,4217.668148,2988.199343,0.30361993,,,,,,,
777,pound,monetary unit in UK,6,3846.075714,2825.415197,1.062376306,,,,,,,
778,power,ability/strength,4.571428571,2988.848214,1381.154014,-0.190377483,,,,,,,
778,power,control over others,3.857142857,2598.704643,1130.17799,-0.560360903,,,,,,,
778,power,military force,4.642857143,3552.781786,2042.410007,-0.059240708,,,,,,,
778,power,form of physical energy,5.592592593,3650.325926,2082.379278,0.763068447,,,,,,,
778,power,mathematical exponential expression,3.931034483,4750.021724,2698.976403,-0.454516979,,,,,,,
780,practice,a custom,3.107142857,3276.171071,1145.020331,-1.265132968,,,,,,,
780,practice,established professional business,4.448275862,4007.026207,3580.039139,-0.194910966,,,,,,,
780,practice,to train repeatedly in order to excel,4.321428571,4263.308929,5208.371876,-0.20122019,,,,,,,
779,praise,to give compliments,2.777777778,3827.153333,4218.657468,-1.302275192,,,,,,,
779,praise,thanking God,4.321428571,4843.29,3803.24428,-0.242098625,,,,,,,
779,prays,speaking to God,4.965517241,4170.902759,2501.253564,0.167530957,,,,,,,
781,precious,of great value,5,5455.007143,2518.830591,0.241634871,,,,,,,
781,precious,beloved,4.25,7549.903571,10767.9585,-0.237661992,,,,,,,
782,present,a gift,4.428571429,6097.562143,6913.999982,-0.218493651,,,,,,,
782,present,existing at this time,5.357142857,5059.3025,7315.66864,0.449371282,,,,,,,
782,present,to exhibit,4.448275862,3729.584138,1716.315792,-0.102488522,,,,,,,
782,present,to point something at someone,6.111111111,3654.238571,1391.051222,0.992176902,,,,,,,
783,press,to flatten/make smooth,5.928571429,4659.475,2912.78671,0.961376412,,,,,,,
783,press,to hold closely,4.310344828,6276.419655,6824.672929,-0.121042362,,,,,,,
783,press,printed publications,5.111111111,3530.118889,2881.664662,0.291590239,,,,,,,
783,press,to force into a certain position,4.888888889,4060.844444,3886.946819,0.094517802,,,,,,,
783,press,piece of weightlifting equipment,4,3128.829655,1397.139802,-0.4345767,,,,,,,
783,press,defensive term in basketball,6.413793103,3121.797241,1892.414642,1.274011748,,,,,,,
784,pressure,placing force on a surface,6.321428571,3767.679643,1623.221866,1.15232033,,,,,,,
784,pressure,urgent demand,4.321428571,3965.1475,1625.653728,-0.198027784,,,,,,,
785,prick,a needle puncture,5.310344828,3077.047586,1237.367755,0.469461004,,,,,,,
785,prick,sharp pain,4.071428571,3650.38069,2818.942425,-0.363276007,,,,,,,
785,prick,penis,4.75862069,4272.481724,5616.307462,0.188192188,,,,,,,
785,prick,vulgar name for a male,5.678571429,3714.482143,1594.701774,0.591703362,,,,,,,
785,prick,to create small punctures,5.482758621,3316.28931,1279.644101,0.589935504,,,,,,,
786,pride,high opinion of self,5.321428571,4115.371786,2191.722479,0.439595115,,,,,,,
786,pride,being proud of someone,6.517241379,3474.866897,1392.020931,1.328663297,,,,,,,
786,pride,group of lions,5.333333333,4706.086667,8528.66847,0.456730556,,,,,,,
786,pride,best group of a society,6,3372.376552,2121.74004,0.928830514,,,,,,,
787,prime,number divided by one and itself,3.607142857,3131.542759,1870.232317,-0.708305338,,,,,,,
787,prime,minimum interest rate charged by a bank,4.724137931,3591.256897,2662.846455,0.14153435,,,,,,,
787,prime,to make ready,6.44,3191.6356,2765.550429,1.191144512,,,,,,,
787,prime,minister in UK,3.571428571,3411.306071,2007.109089,-0.771273125,,,,,,,
787,prime,flourishing state,5.379310345,5272.015862,5109.872288,0.551428278,,,,,,,
788,prince,royal son,4.724137931,4842.84069,6520.865439,0.020379792,,,,,,,
789,principal,chief,3.857142857,4552.967857,2221.272457,-0.574134104,,,,,,,
789,principal,capital sum,5.464285714,5413.037241,3036.708511,0.487788118,,,,,,,
789,principal,authority at a school,5.068965517,3325.96931,1844.460117,0.258111591,,,,,,,
789,principal,main participant,4.827586207,4434.767241,4092.699572,0.122662164,,,,,,,
790,print,to publish something,4.928571429,2911.688571,1927.386554,0.102065996,,,,,,,
790,print,way of writing,4.607142857,3469.196429,2291.091304,-0.161611463,,,,,,,
790,print,indentations left,4.448275862,3767.174828,2788.774777,-0.102792554,,,,,,,
790,print,photograph,4.642857143,5195.02,3080.246338,-0.010478844,,,,,,,
790,print,design/pattern on cloth,4.857142857,4401.644643,5459.548127,0.225801877,,,,,,,
791,prints,photos,6,3642.564643,1802.227557,0.7981656,,,,,,,
