word_english,word_english_past,regularity,consistency,imagine_M,RT_M,z_score,proportion_correct,proportion_error
moisten,moistened,regular,1,5.066666667,731.27,-0.07,0.866666667,0
mold,molded,regular,0.8,5.041666667,809.5,0.32,0.9,0
mollify,mollified,regular,1,3.857142857,735.96,-0.06,0.933333333,0
molt,molted,regular,1,4.851851852,717.26,-0.03,0.793103448,0
monopolize,monopolized,regular,1,3.833333333,729.71,-0.05,1,0
mooch,mooched,regular,1,3.580645161,804,0.17,0.9,0
moot,mooted,regular,0.9,2.482758621,938.56,0.82,0.566666667,0
moralize,moralized,regular,1,3.6,775.03,0.11,1,0
mortgage,mortgaged,regular,1,2.821428571,775.96,0.17,0.9,0
mother,mothered,regular,1,5.060606061,733.89,-0.15,1,0
motivate,motivated,regular,1,4.290322581,660.96,-0.43,0.965517241,0
motorize,motorized,regular,1,3.964285714,778.28,0.03,0.896551724,0
mourn,mourned,regular,1,4.516129032,693.96,-0.14,0.8,0
move,moved,regular,1,5.483870968,691.36,-0.12,0.566666667,0
muck,mucked,regular,1,3.857142857,812.07,0.28,0.965517241,0
muddy,muddied,regular,1,4.787878788,746.81,-0.03,0.931034483,0
muffle,muffled,regular,1,4.607142857,629.08,-0.56,0.866666667,0
mull,mulled,regular,1,3.535714286,729.31,-0.03,0.896551724,0
mumble,mumbled,regular,1,4.541666667,685.23,-0.41,0.896551724,0
munch,munched,regular,1,5.533333333,708.83,-0.28,1,0
murmur,murmured,regular,1,4.6,728.8,-0.07,0.896551724,0
mushroom,mushroomed,regular,1,4.5,731.73,-0.15,0.9,0
muster,mustered,regular,1,3.5,624.59,-0.62,1,0
mute,muted,regular,0.9,5.133333333,687.19,-0.23,0.896551724,0
mutter,muttered,regular,1,4.666666667,697.28,-0.25,1,0
mystify,mystified,regular,1,4.033333333,738.48,-0.05,0.966666667,0
nag,nagged,regular,1,4.689655172,654.52,-0.42,1,0
name,named,regular,1,4.074074074,712.83,-0.06,0.793103448,0
narrate,narrated,regular,1,3.787878788,709.41,-0.21,0.9,0
nationalize,nationalized,regular,1,4.129032258,723.48,-0.1,1,0
nauseate,nauseated,regular,1,4.230769231,812.45,0.17,0.966666667,0
near,neared,regular,0.94,4.166666667,844.46,0.5,0.9,0
neck,necked,regular,1,4.612903226,791.63,0.24,1,0
needle,needled,regular,1,4.35483871,779.13,0.25,0.793103448,0
neglect,neglected,regular,1,3.935483871,652.82,-0.43,0.965517241,0
nerve,nerved,regular,1,3.7,682,-0.24,0.896551724,0
nestle,nestled,regular,1,4.75,685.69,-0.36,0.966666667,0
neuter,neutered,regular,1,4.064516129,788.52,0.16,0.833333333,0
nibble,nibbled,regular,1,5.181818182,688.03,-0.27,1,0
nickname,nicknamed,regular,1,3.2,711.96,-0.2,0.931034483,0
nip,nipped,regular,0.83,5.064516129,746.93,-0.03,0.933333333,0
nominate,nominated,regular,1,3.96969697,693.17,-0.27,1,0
nose,nosed,regular,1,4.387096774,759.88,0.11,0.866666667,0
note,noted,regular,1,4.15625,680.48,-0.42,1,0
notify,notified,regular,1,4,654.13,-0.4,0.862068966,0
nudge,nudged,regular,1,5.178571429,676.72,-0.35,1,0
numb,numbed,regular,0.91,4.3,703.12,-0.32,0.931034483,0
nurse,nursed,regular,0.75,5.774193548,677.79,-0.33,1,0
nuzzle,nuzzled,regular,1,4.44,669.78,-0.41,0.964285714,0
object,objected,regular,1,4.678571429,687.03,-0.35,1,0
oblige,obliged,regular,1,3.214285714,729.29,-0.11,0.965517241,0
obscure,obscured,regular,1,4,747.9,-0.16,0.966666667,0
obsess,obsessed,regular,0.89,4.111111111,694.48,-0.29,1,0
obtain,obtained,regular,1,3.484848485,664.93,-0.36,0.965517241,0
obviate,obviated,regular,1,3.954545455,880.4,0.62,0.866666667,0
occupy,occupied,regular,1,4.333333333,603.5,-0.71,1,0
offend,offended,regular,0.58,4.321428571,625.21,-0.63,0.965517241,0
officiate,officiated,regular,1,3.909090909,841.85,0.46,0.896551724,0
oil,oiled,regular,0.89,5,662.1,-0.38,0.966666667,0
ooze,oozed,regular,0.78,6.233333333,842.3,0.36,0.793103448,0
operate,operated,regular,1,4.866666667,623.43,-0.66,1,0
oppose,opposed,regular,1,3.483870968,679.28,-0.35,0.966666667,0
orate,orated,regular,1,4.615384615,773.67,0.12,0.862068966,0
orchestrate,orchestrated,regular,1,4.633333333,847.03,0.6,0.966666667,0
order,ordered,regular,1,4.166666667,612.88,-0.66,0.833333333,0
orient,oriented,regular,1,3.88,696.07,-0.32,1,0
originate,originated,regular,1,2.818181818,739.79,0.04,0.933333333,0
orphan,orphaned,regular,1,3.806451613,678.96,-0.29,0.965517241,0
ossify,ossified,regular,1,4.263157895,741.97,0,1,0
oust,ousted,regular,1,4.272727273,746.48,-0.18,0.931034483,0
outdistance,outdistanced,regular,1,4.225806452,794.13,0.24,1,0
outdo,outdid,irregular,0.08,3.233333333,720.98,-0.2,0.704545455,0
outgrow,outgrew,irregular,0.23,4.035714286,695.97,-0.27,0.930232558,0
outlast,outlasted,regular,0.75,3.566666667,633.24,-0.6,1,0
outline,outlined,regular,1,4.709677419,629.07,-0.61,0.965517241,0
outmaneuver,outmaneuvered,regular,1,3.821428571,839.54,0.38,0.933333333,0
outrage,outraged,regular,1,4.12,612.66,-0.69,1,0
outrun,outran,irregular,0.33,5.032258065,712.26,-0.19,0.875,0.022727273
outsell,outsold,irregular,0.19,3.466666667,775.62,0.13,0.865168539,0.078651685
outshine,outshone,irregular,1,3.838709677,694.45,-0.28,0.827586207,0.126436782
outweigh,outweighed,regular,1,4.516129032,696.68,-0.37,0.892857143,0
overawe,overawed,regular,1,3.142857143,876.15,0.57,0.724137931,0
overburden,overburdened,regular,1,4,749.34,0,1,0
overcome,overcame,irregular,1,3.740740741,692.13,-0.35,0.943820225,0
overcrowd,overcrowded,regular,1,5.5,729.07,-0.16,0.965517241,0
overdo,overdid,irregular,0.08,3.303030303,726.88,-0.18,0.659090909,0
overdraw,overdrew,irregular,1,2.75,771.13,0.01,0.775280899,0.02247191
overestimate,overestimated,regular,1,3.290322581,696.9,-0.29,1,0
overflow,overflowed,regular,0.77,5.419354839,656.94,-0.43,0.689655172,0
overhang,overhung,irregular,1,3.96969697,703.41,-0.28,0.840909091,0.056818182
overhear,overheard,irregular,0.12,4.387096774,667.16,-0.4,0.942528736,0
overlap,overlapped,regular,1,4.903225806,652.5,-0.48,0.896551724,0
overload,overloaded,regular,1,4.730769231,636.83,-0.54,0.827586207,0
overman,overmanned,regular,1,2.583333333,835.13,0.55,0.896551724,0
overplay,overplayed,regular,0.9,4.032258065,657,-0.45,0.933333333,0
overrate,overrated,regular,1,3.483870968,685.88,-0.28,0.9,0
override,overrode,irregular,1,3.060606061,726.05,-0.13,0.727272727,0.045454545
overrun,overran,irregular,1,4.242424242,719.92,-0.2,0.862068966,0.022988506
oversee,oversaw,irregular,1,3.303030303,722.06,-0.26,0.840909091,0.056818182
overshadow,overshadowed,regular,1,3.714285714,653.89,-0.46,0.965517241,0
overshoot,overshot,irregular,1,4.166666667,734.7,-0.12,0.954545455,0.011363636
oversleep,overslept,irregular,1,4.387096774,675.79,-0.41,0.954545455,0
overstate,overstated,regular,1,2.5625,779.04,0.02,0.965517241,0
overtake,overtook,irregular,1,4.615384615,696.17,-0.3,0.931034483,0.011494253
overtax,overtaxed,regular,1,3.774193548,743.89,0.01,0.966666667,0
overthrow,overthrew,irregular,1,4.451612903,688.97,-0.4,0.75862069,0.034482759
overwhelm,overwhelmed,regular,1,3.964285714,636.92,-0.57,0.896551724,0
owe,owed,regular,0.76,3.903225806,735.08,-0.1,0.928571429,0
oxygenate,oxygenated,regular,1,3.75,782.93,0.16,0.966666667,0
pacify,pacified,regular,1,3.909090909,673.45,-0.33,1,0
package,packaged,regular,1,4.935483871,652.54,-0.52,0.965517241,0
paddle,paddled,regular,1,6.133333333,623.62,-0.61,1,0
paint,painted,regular,1,5.766666667,655.64,-0.44,0.965517241,0
pale,paled,regular,1,4.366666667,719.26,-0.13,0.9,0
palpitate,palpitated,regular,1,3.96,800.88,0.24,0.862068966,0
pander,pandered,regular,1,3.607142857,788,0.16,0.896551724,0
panic,panicked,regular,1,5.214285714,650.18,-0.49,0.965517241,0
paper,papered,regular,1,4.40625,736.19,-0.13,0.9,0
parallel,paralleled,regular,1,3.821428571,751.64,0.01,0.965517241,0
paraphrase,paraphrased,regular,1,2.606060606,752.57,0.04,0.965517241,0
pardon,pardoned,regular,1,3.903225806,648.36,-0.53,0.966666667,0
park,parked,regular,1,5.892857143,658.32,-0.46,0.965517241,0
parole,paroled,regular,1,4,741.86,0.06,0.933333333,0
part,parted,regular,1,4.35483871,738.81,-0.06,0.933333333,0
partake,partook,irregular,0.18,3.35483871,749.35,0.04,0.831460674,0.04494382
particularize,particularized,regular,1,3.548387097,820.5,0.54,0.931034483,0
partner,partnered,regular,1,4.032258065,679.48,-0.31,0.966666667,0
paste,pasted,regular,1,5.807692308,678.15,-0.27,0.9,0
pat,patted,regular,1,5.464285714,835.08,0.38,0.896551724,0
patent,patented,regular,1,3.35483871,797.04,0.38,0.827586207,0
patronize,patronized,regular,1,3.612903226,739.73,-0.01,1,0
pattern,patterned,regular,1,3.375,695.19,-0.28,0.931034483,0
pave,paved,regular,1,4.903225806,701.36,-0.1,0.892857143,0
pawn,pawned,regular,1,4.516129032,687.69,-0.27,0.896551724,0
peak,peaked,regular,0.87,4.346153846,726.52,-0.08,1,0
peck,pecked,regular,1,5.766666667,673.31,-0.32,0.966666667,0
peddle,peddled,regular,1,4.633333333,697.21,-0.23,1,0
peek,peeked,regular,0.87,4.846153846,830.75,0.5,0.896551724,0
peep,peeped,regular,0.57,5.642857143,653.86,-0.36,0.766666667,0
peg,pegged,regular,1,4.333333333,709.5,-0.24,0.965517241,0
pen,penned,regular,1,5.387096774,751.85,0.05,0.931034483,0
pencil,penciled,regular,1,4.535714286,659,-0.5,0.966666667,0
people,peopled,regular,1,3.615384615,880.47,0.71,0.7,0
perceive,perceived,regular,0.67,3.214285714,668.52,-0.37,0.931034483,0
percolate,percolated,regular,1,4,813.6,0.35,0.896551724,0
perforate,perforated,regular,1,5.111111111,951.74,0.83,0.833333333,0
perfume,perfumed,regular,1,4.642857143,635,-0.48,0.862068966,0
perjure,perjured,regular,1,2.653846154,833.1,0.66,0.766666667,0
permeate,permeated,regular,1,4.125,794.89,0.23,0.933333333,0
perpetrate,perpetrated,regular,1,3.516129032,876.33,0.67,0.862068966,0
perplex,perplexed,regular,1,3.741935484,678.79,-0.4,0.965517241,0
persevere,persevered,regular,0.94,4,850.14,0.56,0.766666667,0
personalize,personalized,regular,1,3.46875,696.9,-0.25,1,0
perspire,perspired,regular,1,5.833333333,776.3,-0.01,1,0
perturb,perturbed,regular,1,3.681818182,769.93,0.12,0.966666667,0
pervade,pervaded,regular,1,3.636363636,703.78,-0.23,0.965517241,0
pester,pestered,regular,1,4.6,681.46,-0.38,0.933333333,0
petition,petitioned,regular,1,4.551724138,684.29,-0.25,0.965517241,0
phase,phased,regular,1,3.161290323,737.97,-0.01,1,0
photocopy,photocopied,regular,1,5.727272727,764.07,-0.02,0.965517241,0
phrase,phrased,regular,1,4.225806452,710.66,-0.18,1,0
picket,picketed,regular,1,4.965517241,810.29,0.4,1,0
picnic,picnicked,regular,1,6.333333333,773.24,0.22,0.833333333,0
piece,pieced,regular,1,4.066666667,801.75,0.2,0.7,0
pile,piled,regular,1,5.857142857,710.19,-0.25,0.965517241,0
pilot,piloted,regular,1,5.464285714,718.68,-0.08,0.965517241,0
pinch,pinched,regular,1,5.851851852,683.79,-0.36,0.966666667,0
ping,pinged,regular,0.28,4.259259259,876.15,0.8,0.620689655,0
pioneer,pioneered,regular,0.94,2.96969697,696.75,-0.24,0.965517241,0
pique,piqued,regular,0.87,3.28,960.06,0.93,0.7,0
pit,pitted,regular,0.44,3.766666667,755.16,0.12,0.931034483,0
pity,pitied,regular,1,3.0625,737.11,-0.09,0.9,0
placate,placated,regular,1,3.310344828,808.95,0.28,0.633333333,0
plague,plagued,regular,1,3.516129032,727.29,-0.04,1,0
plan,planned,regular,1,3.333333333,734.83,-0.07,1,0
plant,planted,regular,1,5.827586207,666.58,-0.32,0.9,0
plate,plated,regular,1,4.612903226,749.11,0.09,0.931034483,0
plead,pleaded/pled,other,0.64,4.962962963,745.71,0.12,0.833333333,0.1
pleat,pleated,regular,0.7,3.931034483,827.32,0.31,0.793103448,0
plod,plodded,regular,1,3.833333333,765.68,0.21,0.965517241,0
plop,plopped,regular,1,4.454545455,685.64,-0.37,0.933333333,0
plow,plowed,regular,1,5.551724138,719.67,-0.19,1,0
plug,plugged,regular,1,5.484848485,686.83,-0.3,1,0
plummet,plummetted,regular,1,4.428571429,734.93,-0.15,0.966666667,0
plunder,plundered,regular,1,4.6,665.93,-0.41,0.931034483,0
ply,plied,regular,0.83,3.032258065,772.56,0.23,0.931034483,0
pocket,pocketed,regular,1,5.387096774,633.28,-0.48,0.896551724,0
poison,poisoned,regular,1,5,702.48,-0.24,0.966666667,0
polarize,polarized,regular,1,3.964285714,684,-0.34,1,0
police,policed,regular,1,4.787878788,705.15,-0.05,0.785714286,0
politicize,politicized,regular,1,2.96969697,970.83,1.15,0.9,0
pollute,polluted,regular,0.9,5,672.46,-0.38,0.896551724,0
ponder,pondered,regular,1,4.310344828,635.54,-0.63,0.965517241,0
pop,popped,regular,1,5,679.89,-0.37,0.933333333,0
populate,populated,regular,1,3.730769231,697.46,-0.23,0.965517241,0
portray,portrayed,regular,0.9,3.393939394,728.5,-0.13,1,0
posit,posited,regular,1,3.434782609,884.64,0.48,0.866666667,0
possess,possessed,regular,0.89,3.666666667,780.76,0.12,1,0
postpone,postponed,regular,1,3.346153846,676.36,-0.38,0.965517241,0
posture,postured,regular,1,4.193548387,714.64,-0.19,0.833333333,0
potter,pottered,regular,1,4.555555556,735.73,-0.14,1,0
pound,pounded,regular,0.88,5.266666667,696.69,-0.29,0.966666667,0
pout,pouted,regular,1,5.269230769,713.8,-0.21,0.966666667,0
power,powered,regular,1,3.935483871,720.66,-0.13,1,0
praise,praised,regular,1,5.107142857,702.32,-0.28,0.928571429,0
pray,prayed,regular,0.89,5.580645161,699.37,-0.28,0.9,0
prearrange,prearranged,regular,1,3.703703704,853.38,0.6,1,0
precipitate,precipitated,regular,1,4.482758621,831.33,0.65,0.793103448,0
predestine,predestined,regular,1,2.1,901.05,0.83,0.833333333,0
predicate,predicated,regular,1,3.24,809.63,0.44,0.655172414,0
predispose,predisposed,regular,1,2.586206897,906.09,0.87,0.8,0
preen,preened,regular,0.88,4.631578947,817.14,0.29,0.733333333,0
prefer,preferred,regular,1,3.464285714,709.97,-0.2,1,0
preoccupy,preoccupied,regular,1,3.214285714,718.14,-0.18,1,0
presage,presaged,regular,1,3.3,1013.57,1.37,0.689655172,0
present,presented,regular,1,4.677419355,792,0.29,0.931034483,0
preside,presided,regular,0.58,4.1,776.62,0.1,0.931034483,0
pressure,pressured,regular,1,3.483870968,693.3,-0.25,1,0
presume,presumed,regular,1,3.533333333,654.52,-0.37,0.862068966,0
pretend,pretended,regular,0.58,3.333333333,690.58,-0.35,0.9,0
prevaricate,prevaricated,regular,1,3.181818182,1002.57,1.23,0.724137931,0
prey,preyed,regular,0.89,4.346153846,715.89,-0.18,0.965517241,0
prick,pricked,regular,0.87,5.8,716.22,-0.2,0.9,0
prime,primed,regular,1,3.269230769,717.17,-0.19,1,0
prize,prized,regular,0.67,3.34375,753.11,-0.05,1,0
proceed,proceeded,regular,0.59,3.363636364,736.12,-0.24,0.896551724,0
proclaim,proclaimed,regular,1,4.366666667,702.6,-0.23,1,0
prod,prodded,regular,1,4.740740741,746.39,0.01,0.793103448,0
profess,professed,regular,0.89,4.096774194,759.81,-0.09,0.964285714,0
profit,profited,regular,1,4.35483871,748.81,0.03,0.9,0
progress,progressed,regular,0.89,4.161290323,746.55,0.05,1,0
project,projected,regular,1,4.266666667,715.82,-0.1,0.933333333,0
prolong,prolonged,regular,1,3.516129032,710.36,-0.15,0.933333333,0
promote,promoted,regular,1,4.25,666.27,-0.5,0.896551724,0
promulgate,promulgated,regular,1,3.8,888.47,0.53,0.620689655,0
prop,propped,regular,1,4.121212121,702.72,-0.29,0.966666667,0
propagate,propagated,regular,1,2.866666667,791.59,0.18,1,0
prophesy,prophesied,regular,1,3.88,852.38,0.38,0.7,0
propose,proposed,regular,1,4.607142857,707.43,-0.17,0.933333333,0
propound,propounded,regular,1,2.285714286,894,0.7,0.931034483,0
prosecute,prosecuted,regular,1,4.225806452,752.73,-0.12,0.928571429,0
prospect,prospected,regular,1,3.4,721.7,-0.08,0.931034483,0
prostitute,prostituted,regular,1,5.333333333,810.35,0.36,0.931034483,0
protect,protected,regular,1,4.5,626.21,-0.71,0.965517241,0
protract,protracted,regular,1,2.870967742,777.89,0.2,0.965517241,0
prove,proved,regular,1,3.181818182,836.9,0.48,0.724137931,0
provoke,provoked,regular,1,3.961538462,680.11,-0.36,0.965517241,0
prune,pruned,regular,1,4.413793103,740.08,-0.05,0.931034483,0
publicize,publicized,regular,1,3.866666667,668.82,-0.37,0.965517241,0
pucker,puckered,regular,1,5.483870968,677.03,-0.45,0.966666667,0
puff,puffed,regular,1,5.35483871,704.9,-0.21,1,0
pull,pulled,regular,1,5.642857143,718.21,-0.2,0.965517241,0
pulsate,pulsated,regular,1,4.636363636,748.28,-0.14,1,0
pulverize,pulverized,regular,1,4.677419355,736.9,-0.11,1,0
punch,punched,regular,1,6,622.41,-0.67,1,0
puncture,punctured,regular,1,5.5625,696.67,-0.31,1,0
purchase,purchased,regular,1,5.384615385,621.77,-0.59,1,0
purge,purged,regular,1,3.965517241,649.24,-0.48,1,0
purloin,purloined,regular,1,3.761904762,785.44,0.26,0.965517241,0
purr,purred,regular,1,6.266666667,698.52,-0.2,0.966666667,0
pursue,pursued,regular,0.96,4.272727273,672.71,-0.33,0.965517241,0
put,put,irregular,0.5,3.575757576,853.72,0.55,0.784090909,0.102272727
putt,putted,regular,0.75,4.769230769,814.91,0.33,0.766666667,0
quadruple,quadrupled,regular,1,4.633333333,730.93,-0.05,1,0
qualify,qualified,regular,1,3.321428571,671.72,-0.4,1,0
quarrel,quarreled,regular,1,4.575757576,718.41,-0.11,0.966666667,0
quarter,quartered,regular,1,3.75,684.54,-0.25,0.933333333,0
quaver,quavered,regular,1,4.36,849.56,0.52,0.896551724,0
quench,quenched,regular,1,4.833333333,686.13,-0.41,1,0
quest,quested,regular,1,3.64516129,777.96,0.21,0.9,0
queue,queued,regular,0.96,4.833333333,744.78,0.07,0.827586207,0
quicken,quickened,regular,1,3.466666667,718.04,-0.15,0.965517241,0
quip,quipped,regular,0.82,3.740740741,745.93,-0.04,1,0
quiver,quivered,regular,1,5.428571429,684.41,-0.31,1,0
quote,quoted,regular,1,3.7,659.24,-0.49,0.966666667,0
rack,racked,regular,1,4.275862069,689.4,-0.33,1,0
radicalize,radicalized,regular,1,2.636363636,830.33,0.46,0.965517241,0
rage,raged,regular,1,4.848484848,704.88,-0.16,0.862068966,0
rail,railed,regular,1,4.433333333,691.9,-0.27,1,0
raise,raised,regular,1,4.346153846,696.38,-0.17,0.896551724,0
rally,rallied,regular,1,4.923076923,656.3,-0.48,0.965517241,0
ramble,rambled,regular,1,4.785714286,642.79,-0.51,0.966666667,0
range,ranged,regular,1,3.322580645,730.46,-0.06,0.896551724,0
rankle,rankled,regular,1,3.913043478,737.46,-0.08,0.866666667,0
rant,ranted,regular,1,4.349206349,676.8,-0.38,1,0
rape,raped,regular,1,4.964285714,690.7,-0.34,0.931034483,0
rate,rated,regular,1,4.612903226,727.5,-0.1,1,0
ration,rationed,regular,1,3.928571429,723.96,-0.06,0.965517241,0
rattle,rattled,regular,1,5.333333333,674.45,-0.34,1,0
rave,raved,regular,1,4.096774194,694.19,-0.27,0.931034483,0
ravish,ravished,regular,1,4.444444444,654.72,-0.49,0.966666667,0
reach,reached,regular,0.83,4.787878788,800.11,0.36,0.931034483,0
reactivate,reactivated,regular,1,3.806451613,744.92,0.02,0.862068966,0
read,read,irregular,0.44,5.545454545,743.32,-0.02,0.977272727,0
ready,readied,regular,1,3.5,706.59,-0.27,0.933333333,0
realize,realized,regular,1,4.387096774,680.48,-0.32,1,0
reappear,reappeared,regular,0.94,4.185185185,781.44,-0.05,0.931034483,0
rearm,rearmed,regular,1,4.275862069,831.21,0.44,0.896551724,0
reason,reasoned,regular,1,2.466666667,692.79,-0.28,0.965517241,0
rebel,rebelled,regular,0.69,4.129032258,753.31,-0.09,1,0
rebuff,rebuffed,regular,1,2.774193548,634.25,-0.53,0.966666667,0
rebuild,rebuilt,irregular,0.67,5.161290323,762.84,0.11,0.897727273,0.056818182
recall,recalled,regular,0.93,3.870967742,748.07,-0.03,0.965517241,0
recapitulate,recapitulated,regular,1,3.068965517,962.33,0.9,0.413793103,0
recast,recast,irregular,0.5,3,815.95,0.29,0.724137931,0.206896552
receive,received,regular,0.67,4.115384615,662.23,-0.32,0.931034483,0
recharge,recharged,regular,1,4.838709677,747.07,-0.14,1,0
recite,recited,regular,0.75,4.857142857,720.79,-0.08,0.966666667,0
reclaim,reclaimed,regular,1,3.576923077,728.81,-0.08,0.931034483,0
recognize,recognized,regular,1,3.677419355,680.73,-0.41,1,0
recollect,recollected,regular,1,3.678571429,789.81,0.27,0.9,0
reconcile,reconciled,regular,1,3.096774194,723.44,-0.1,0.931034483,0
reconsider,reconsidered,regular,1,2.575757576,744.61,-0.01,0.933333333,0
reconstruct,reconstructed,regular,1,5.290322581,796.86,0.26,1,0
recount,recounted,regular,1,3.606060606,743.82,-0.02,0.965517241,0
recover,recovered,regular,1,4.161290323,637.1,-0.58,0.966666667,0
recruit,recruited,regular,0.9,3.636363636,731.04,-0.06,0.896551724,0
recuperate,recuperated,regular,1,3.6875,767.13,0.23,0.862068966,0
recycle,recycled,regular,1,4.566666667,713.8,-0.19,1,0
redecorate,redecorated,regular,1,5.482758621,801.96,0.26,0.933333333,0
redeploy,redeployed,regular,1,2.933333333,869.15,0.76,0.724137931,0
redistribute,redistributed,regular,1,3.696969697,793.96,0.34,0.862068966,0
redo,redid,irregular,0.08,3.961538462,874.77,0.51,0.674157303,0.02247191
redress,redressed,regular,0.89,3.903225806,791.37,0.32,0.9,0
reek,reeked,regular,0.87,4.409090909,729.23,0.1,0.827586207,0
refill,refilled,regular,1,5.151515152,719.04,-0.06,0.862068966,0
refit,refitted,regular,0.47,3.967741935,844,0.52,0.933333333,0
reflect,reflected,regular,1,4.677419355,666.33,-0.45,0.965517241,0
refract,refracted,regular,1,3.193548387,802.86,0.39,0.933333333,0
refresh,refreshed,regular,1,3.533333333,687.97,-0.3,0.966666667,0
refuel,refueled,regular,1,4.939393939,715.65,-0.1,0.793103448,0
refuse,refused,regular,0.8,3.939393939,718.96,-0.06,0.866666667,0
regain,regained,regular,1,2.75,744.52,-0.02,0.9,0
regenerate,regenerated,regular,1,3.448275862,759.1,0.05,1,0
register,registered,regular,1,4.423076923,657.07,-0.48,0.966666667,0
regret,regretted,regular,0.63,3.870967742,776.07,0.06,0.933333333,0
regulate,regulated,regular,1,3.153846154,682.65,-0.37,0.965517241,0
rehabilitate,rehabilitated,regular,1,4.322580645,852.48,0.44,0.928571429,0
rehouse,rehoused,regular,1,3.782608696,880.27,0.66,1,0
reimburse,reimbursed,regular,0.8,4.071428571,719.24,-0.1,0.896551724,0
reinforce,reinforced,regular,1,3.870967742,753.96,0,0.9,0
reiterate,reiterated,regular,1,3.413793103,793.08,0.23,0.862068966,0
rejoice,rejoiced,regular,1,4.96969697,689.93,-0.28,1,0
rejuvenate,rejuvenated,regular,1,3.310344828,784.48,0.24,0.966666667,0
relapse,relapsed,regular,1,3.545454545,739.14,-0.04,0.966666667,0
relax,relaxed,regular,0.83,5.161290323,632.28,-0.61,1,0
release,released,regular,1,4.709677419,632.79,-0.45,0.8,0
relent,relented,regular,1,3,757.78,0.03,0.965517241,0
relinquish,relinquished,regular,1,4,732.92,-0.06,0.896551724,0
relive,relived,regular,0.75,2.766666667,924,0.79,0.666666667,0
relocate,relocated,regular,1,4.483870968,761.29,0.11,0.965517241,0
remand,remanded,regular,0.88,2.266666667,803.85,0.27,0.931034483,0
remarry,remarried,regular,1,4.5,767.8,0.14,0.896551724,0
remember,remembered,regular,1,3.5,686.77,-0.33,1,0
reminisce,reminisced,regular,1,3.870967742,855.83,0.58,0.862068966,0
remodel,remodeled,regular,1,5.192307692,698.71,-0.23,0.933333333,0
remove,removed,regular,1,4.115384615,668.84,-0.23,0.833333333,0
rend,rent,irregular,1,3.580645161,795.58,0.3,0.689655172,0.103448276
rendezvous,rendezvoused,regular,1,4.172413793,840.52,0.48,0.8,0
renounce,renounced,regular,1,3.64516129,665.47,-0.38,1,0
rent,rented,regular,1,3.5,698.83,-0.26,0.943820225,0
reopen,reopened,regular,1,4.64516129,687.15,-0.35,0.965517241,0
repaint,repainted,regular,1,6.03030303,745.15,0.03,0.9,0
repatriate,repatriated,regular,1,3.444444444,1026.27,1.39,0.655172414,0
repeal,repealed,regular,0.71,2.633333333,835.46,0.49,0.827586207,0
repel,repelled,regular,0.69,4.692307692,756.73,-0.01,0.896551724,0
replace,replaced,regular,1,4.451612903,689.92,-0.29,0.9,0
replenish,replenished,regular,1,4.033333333,731.7,-0.01,0.931034483,0
reply,replied,regular,0.84,4.935483871,725.96,-0.04,0.931034483,0
repose,reposed,regular,1,3.68,821.08,0.36,0.9,0
repress,repressed,regular,0.89,3.03030303,718.28,-0.12,1,0
reprimand,reprimanded,regular,1,4.133333333,718.96,-0.03,0.862068966,0
reproach,reproached,regular,1,2.9,734.04,-0.11,0.933333333,0
reprove,reproved,regular,1,3.37037037,840.43,0.7,0.75862069,0
repulse,repulsed,regular,1,3.903225806,710.07,-0.13,0.933333333,0
require,required,regular,1,2.363636364,758.52,0.08,0.931034483,0
rescind,rescinded,regular,1,2.448275862,806.64,0.29,0.862068966,0
research,researched,regular,1,4.225806452,800.86,0.09,0.933333333,0
resent,resented,regular,1,2.967741935,734.09,-0.13,0.793103448,0
reset,reset,irregular,0.38,3.2,858,0.52,0.784090909,0.170454545
resettle,resettled,regular,1,4.064516129,753.07,0.02,1,0
resign,resigned,regular,0.9,4.258064516,768.52,0.04,0.966666667,0
resolve,resolved,regular,1,2.633333333,692.07,-0.25,1,0
resort,resorted,regular,1,2.757575758,741.96,-0.03,1,0
respect,respected,regular,1,3.692307692,649.75,-0.4,0.862068966,0
rest,rested,regular,1,5.321428571,706.21,-0.31,0.933333333,0
restock,restocked,regular,1,4.757575758,846.24,0.56,0.896551724,0
restrain,restrained,regular,1,4.153846154,722.25,-0.23,0.965517241,0
restructure,restructured,regular,1,3.64516129,782.44,0.24,0.9,0
resume,resumed,regular,1,3.454545455,744.59,-0.05,0.931034483,0
resurrect,resurrected,regular,1,4.46875,751.68,0.07,0.965517241,0
retail,retailed,regular,1,3.692307692,778.9,0.24,0.933333333,0
retaliate,retaliated,regular,1,3.896551724,810.71,0.34,0.965517241,0
retch,retched,regular,1,4.923076923,787.89,0.26,0.965517241,0
retell,retold,irregular,0.19,3.533333333,816.2,0.39,0.931818182,0.011363636
rethink,rethought,irregular,0.13,3.548387097,849.86,0.36,0.574712644,0.057471264
retool,retooled,regular,1,3.259259259,815.96,0.29,0.833333333,0
retouch,retouched,regular,1,4.36,766.9,0.12,1,0
retract,retracted,regular,1,3.533333333,712.29,-0.09,0.965517241,0
retrieve,retrieved,regular,0.67,4.290322581,719.57,-0.12,1,0
reunite,reunited,regular,0.75,4.612903226,710.63,-0.14,0.931034483,0
rev,revved,regular,1,4.291666667,855.93,0.56,0.931034483,0
