word_german,word_english,letters_N,frequency_per_million,frequency_class,valence_M_young_female,valence_M_young_male,valence_M_old_female,valence_M_old_male,valence_M_young,valence_M_old,valence_M,arousal_M_young_female,arousal_M_young_male,arousal_M_old_female,arousal_M_old_male,arousal_M_young,arousal_M_old,arousal_M,control_M_young_female,control_M_young_male,control_M_old_female,control_M_old_male,control_M_young,control_M_old,control_M,imagine_M_young_female,imagine_M_young_male,imagine_M_old_female,imagine_M_old_male,imagine_M_young,imagine_M_old,imagine_M,selfrelevance_M_young_female,selfrelevance_M_young_male,selfrelevance_M_old_female,selfrelevance_M_old_male,selfrelevance_M_young,selfrelevance_M_old,selfrelevance_M,agerelevance_M_young_female,agerelevance_M_young_male,agerelevance_M_old_female,agerelevance_M_old_male,agerelevance_M_young,agerelevance_M_old,agerelevance_M,valence_M_self,valence_M_other,self_or_other_M,self_or_other_SD,self_or_other_class,valence_anova_p_age,valence_anova_etasquared_age,valence_anova_significant_age,valence_anova_p_sex,valence_anova_etasquared_sex,valence_anova_significant_sex,valence_anova_p_age_sex,valence_anova_etasquared_age_sex,valence_anova_significant_age_sex,arousal_anova_p_age,arousal_anova_etasquared_age,arousal_anova_significant_age,arousal_anova_p_sex,arousal_anova_etasquared_sex,arousal_anova_significant_sex,arousal_anova_p_age_sex,arousal_anova_etasquared_age_sex,arousal_anova_significant_age_sex,control_anova_p_age,control_anova_etasquared_age,control_anova_significant_age,control_anova_p_sex,control_anova_etasquared_sex,control_anova_significant_sex,control_anova_p_age_sex,control_anova_etasquared_age_sex,control_anova_significant_age_sex,imagine_anova_p_age,imagine_anova_etasquared_age,imagine_anova_significant_age,imagine_anova_p_sex,imagine_anova_etasquared_sex,imagine_anova_significant_sex,imagine_anova_p_age_sex,imagine_anova_etasquared_age_sex,imagine_anova_significant_age_sex,selfrelevance_anova_p_age,selfrelevance_anova_etasquared_age,selfrelevance_anova_significant_age,selfrelevance_anova_p_sex,selfrelevance_anova_etasquared_sex,selfrelevance_anova_significant_sex,selfrelevance_anova_p_age_sex,selfrelevance_anova_etasquared_age_sex,selfrelevance_anova_significant_age_sex,agerelevance_anova_p_age,agerelevance_anova_etasquared_age,agerelevance_anova_significant_age,agerelevance_anova_p_sex,agerelevance_anova_etasquared_sex,agerelevance_anova_significant_sex,agerelevance_anova_p_age_sex,agerelevance_anova_etasquared_age_sex,agerelevance_anova_significant_age_sex
hemmungslos,unrestrained,11,2.659,13,3.667,4.167,1.5,1.833,3.917,1.667,2.792,3.083,3.167,5.417,5.333,3.125,5.375,4.25,3.167,3.167,2.75,2.167,3.167,2.458,2.813,3.833,5.417,5.909,4.75,4.625,5.304,4.957,3.333,4.25,1.333,1.417,3.792,1.375,2.583,2.167,1.833,2.083,2.364,2,2.217,2.106,3.875,3.75,1.333,0.433,1,0,0.525,1,0.203,0.036,0,0.797,0.002,0,0,0.275,1,1,0,0,0.88,0.001,0,0.228,0.033,0,0.617,0.006,0,0.617,0.006,0,0.194,0.039,0,0.693,0.004,0,0.014,0.133,1,0,0.521,1,0.16,0.044,0,0.24,0.031,0,0.338,0.021,0,0.909,0,0,0.19,0.04,0
hilflos,helpless,7,9.555,11,2.583,2.417,2.25,2.667,2.5,2.458,2.479,5.667,5.5,5.818,4.833,5.583,5.304,5.447,1.333,1.083,1.818,2,1.208,1.913,1.553,4.167,4.917,4.667,4.917,4.542,4.792,4.667,2.25,2,2.083,1.75,2.125,1.917,2.021,4.25,4,3.75,3.833,4.125,3.792,3.958,1.563,2.5,1.75,0.441,2,0.906,0,0,0.723,0.003,0,0.409,0.016,0,0.483,0.011,0,0.121,0.055,0,0.268,0.028,0,0.013,0.134,1,0.901,0,0,0.431,0.014,0,0.652,0.005,0,0.369,0.018,0,0.652,0.005,0,0.524,0.009,0,0.373,0.018,0,0.898,0,0,0.141,0.048,0,0.71,0.003,0,0.458,0.013,0
hoeflich,polite,7,7.069,12,5.667,5.75,6.417,5.917,5.708,6.167,5.938,3.583,3.083,2.917,2.75,3.333,2.833,3.083,4.917,5.083,4.583,4.917,5,4.75,4.875,4.182,5.083,5.417,4.333,4.652,4.875,4.766,6.083,5.75,5.917,5.75,5.917,5.833,5.875,3.25,3.667,3.75,3.583,3.458,3.667,3.563,5.688,5.75,1,0,1,0.081,0.068,0,0.421,0.015,0,0.262,0.029,0,0.161,0.044,0,0.347,0.02,0,0.637,0.005,0,0.489,0.011,0,0.489,0.011,0,0.817,0.001,0,0.589,0.007,0,0.839,0.001,0,0.031,0.103,1,0.796,0.002,0,0.44,0.014,0,0.796,0.002,0,0.266,0.028,0,0.503,0.01,0,0.122,0.053,0
impulsiv,impulsive,8,0.543,16,5.417,5.083,5.25,5.182,5.25,5.217,5.234,4.75,5.25,4.917,5.667,5,5.292,5.146,4.25,2.917,4.25,3.75,3.583,4,3.792,4.417,3.917,5.25,4.75,4.167,5,4.583,5.167,4,6.25,4,4.583,5.125,4.854,1.917,1.833,2,1.833,1.875,1.917,1.896,4.313,4.438,1.625,0.441,2,0.934,0,0,0.625,0.006,0,0.746,0.002,0,0.537,0.009,0,0.189,0.039,0,0.791,0.002,0,0.382,0.017,0,0.059,0.079,0,0.382,0.017,0,0.142,0.048,0,0.375,0.018,0,1,0,0,0.155,0.045,0,0,0.321,1,0.155,0.045,0,0.847,0.001,0,0.563,0.008,0,0.847,0.001,0
intelligent,intelligent,11,4.418,13,6.583,6.25,6.667,6.417,6.417,6.542,6.479,2.667,3.5,3.667,4.167,3.083,3.917,3.5,6.167,6.083,4.75,5.167,6.125,4.958,5.542,4.167,4.583,4.75,2.917,4.375,3.833,4.104,5.917,5.667,5.167,5.75,5.792,5.458,5.625,3,2.417,3,2.75,2.708,2.875,2.792,6.625,6.438,1.917,0.333,2,0.511,0.01,0,0.129,0.052,0,0.826,0.001,0,0.067,0.074,0,0.14,0.049,0,0.709,0.003,0,0.014,0.131,1,0.715,0.003,0,0.584,0.007,0,0.342,0.021,0,0.216,0.035,0,0.052,0.083,0,0.218,0.034,0,0.535,0.009,0,0.125,0.053,0,0.331,0.022,0,0.018,0.121,1,0.331,0.022,0
interessiert,interested,12,55.203,9,6,5.917,6.417,6.083,5.958,6.25,6.104,4.75,3.917,5.083,5.167,4.333,5.125,4.729,6.083,5.917,5.75,6,6,5.875,5.938,4,4.333,4.818,3.75,4.174,4.261,4.217,6.25,6.083,6.25,5.833,6.167,6.042,6.104,2.583,2.083,2.25,2.667,2.333,2.458,2.396,6.563,6.688,1.458,0.486,1,0.185,0.04,0,0.341,0.021,0,0.567,0.008,0,0.078,0.069,0,0.398,0.016,0,0.302,0.024,0,0.698,0.003,0,0.897,0,0,0.518,0.01,0,0.84,0.001,0,0.528,0.01,0,0.231,0.034,0,0.684,0.004,0,0.344,0.02,0,0.684,0.004,0,0.638,0.005,0,0.875,0.001,0,0.089,0.064,0
ironisch,ironic,8,6.9,12,4.333,4.583,2.583,4,4.458,3.292,3.875,4.25,4.167,5.273,4.333,4.208,4.783,4.489,4.583,5.333,4.167,4.5,4.958,4.333,4.646,3.417,2.75,4.417,3.917,3.083,4.167,3.625,4.667,6,3.5,4.364,5.333,3.913,4.638,2.083,2.25,3.25,3.5,2.167,3.375,2.771,5.313,5.438,1.333,0.5,1,0.007,0.156,1,0.048,0.086,1,0.161,0.044,0,0.115,0.057,0,0.173,0.043,0,0.253,0.03,0,0.112,0.057,0,0.166,0.043,0,0.591,0.007,0,0.085,0.066,0,0.347,0.02,0,0.893,0,0,0.004,0.178,1,0.021,0.118,1,0.611,0.006,0,0,0.365,1,0.39,0.017,0,0.863,0.001,0
irritiert,confused,9,6.722,12,3,2.917,3.417,2.75,2.958,3.083,3.021,5,4.833,5.25,4.5,4.917,4.875,4.896,3.333,2.25,3.167,2.667,2.792,2.917,2.854,4.25,4.167,4.083,3.75,4.208,3.917,4.063,2.583,2.083,2.25,2.75,2.333,2.5,2.417,3.167,3.583,3.333,3.333,3.375,3.333,3.354,2.563,3.063,1.75,0.441,2,0.674,0.004,0,0.211,0.035,0,0.329,0.022,0,0.916,0,0,0.248,0.03,0,0.46,0.012,0,0.684,0.004,0,0.013,0.132,1,0.345,0.02,0,0.564,0.008,0,0.68,0.004,0,0.805,0.001,0,0.655,0.005,0,1,0,0,0.184,0.04,0,0.862,0.001,0,0.386,0.017,0,0.386,0.017,0
jung,young,4,19.92,10,6.333,6,5.667,5.417,6.167,5.542,5.854,3.333,3.417,3.5,3.917,3.375,3.708,3.542,5.083,4.917,3.917,4.417,5,4.167,4.583,6.083,6.417,6.333,6,6.25,6.174,6.213,6.333,6.333,1.417,2.25,6.333,1.833,4.083,1.167,1,1.333,1.5,1.083,1.417,1.25,4.813,4.313,1.917,0.333,2,0.045,0.089,1,0.34,0.021,0,0.891,0,0,0.423,0.015,0,0.547,0.008,0,0.688,0.004,0,0.144,0.048,0,0.767,0.002,0,0.555,0.008,0,0.825,0.001,0,1,0,0,0.378,0.018,0,0,0.845,1,0.158,0.045,0,0.158,0.045,0,0.042,0.091,1,1,0,0,0.3,0.024,0
kaempferisch,belligerent,11,3.782,13,4.417,4.667,5.083,5.167,4.542,5.125,4.833,6.667,6.25,6.333,6.5,6.458,6.417,6.438,6,5.583,6.25,5.333,5.792,5.792,5.792,5.75,6.167,6.167,5.583,5.958,5.875,5.917,5.167,4,5.25,4.917,4.583,5.083,4.833,1.833,1.75,2,1.917,1.792,1.958,1.875,5.438,4.688,1.708,0.441,2,0.127,0.052,0,0.659,0.004,0,0.825,0.001,0,0.848,0.001,0,0.565,0.008,0,0.183,0.04,0,1,0,0,0.066,0.075,0,0.483,0.011,0,0.828,0.001,0,0.828,0.001,0,0.196,0.038,0,0.281,0.026,0,0.109,0.057,0,0.368,0.018,0,0.325,0.022,0,0.622,0.006,0,1,0,0
kontrolliert,controlled,12,21.656,10,3.083,3.417,4.75,5,3.25,4.875,4.063,5.083,5.583,4.75,4.917,5.333,4.833,5.083,5.667,4.333,5.583,4.667,5,5.125,5.063,3.167,3.083,4,3.5,3.125,3.75,3.438,4.5,4.167,5.5,5.167,4.333,5.333,4.833,3,3.75,3.667,3.75,3.375,3.708,3.542,4.625,4.5,1.667,0.527,2,0,0.289,1,0.452,0.013,0,0.914,0,0,0.142,0.048,0,0.324,0.022,0,0.621,0.006,0,0.843,0.001,0,0.081,0.068,0,0.742,0.002,0,0.196,0.038,0,0.543,0.008,0,0.664,0.004,0,0.017,0.123,1,0.411,0.015,0,1,0,0,0.134,0.05,0,0.063,0.076,0,0.134,0.05,0
konzentriert,concentrating,12,23.716,10,5.25,5.167,6.167,5.917,5.208,6.042,5.625,5.083,5.333,4.75,5.083,5.208,4.917,5.063,6.333,6.417,6.25,5.833,6.375,6.042,6.208,4.5,4.917,4.364,3.583,4.708,3.957,4.34,5.25,5.333,6.083,5.667,5.292,5.875,5.583,2.25,2.667,2.833,2.75,2.458,2.792,2.625,6.313,5.75,2,0,2,0.004,0.178,1,0.54,0.009,0,0.759,0.002,0,0.542,0.009,0,0.542,0.009,0,0.93,0,0,0.301,0.024,0,0.603,0.006,0,0.436,0.014,0,0.148,0.048,0,0.717,0.003,0,0.236,0.032,0,0.071,0.072,0,0.6,0.006,0,0.432,0.014,0,0.226,0.033,0,0.542,0.009,0,0.362,0.019,0
kraftvoll,powerful,9,2.579,13,5.667,5.25,5.833,5.833,5.458,5.833,5.646,5.417,5.25,5,5.083,5.333,5.042,5.188,5.5,5.667,5.083,5.167,5.583,5.125,5.354,5.5,5.25,5.75,5.167,5.375,5.458,5.417,5.083,4.833,4.167,4.75,4.958,4.458,4.708,1.75,1.667,1.917,1.667,1.708,1.792,1.75,5.938,6.063,2,0,2,0.159,0.044,0,0.431,0.014,0,0.431,0.014,0,0.515,0.01,0,0.926,0,0,0.78,0.002,0,0.16,0.044,0,0.698,0.003,0,0.897,0,0,0.837,0.001,0,0.305,0.024,0,0.68,0.004,0,0.234,0.032,0,0.689,0.004,0,0.32,0.023,0,0.64,0.005,0,0.351,0.02,0,0.64,0.005,0
krank,ill,5,21.402,10,2.167,1.833,1.917,2.417,2,2.167,2.083,4.667,4.75,4.667,4.417,4.708,4.542,4.625,1.917,1.5,3.25,3.333,1.708,3.292,2.5,6.25,6.333,5.167,6,6.292,5.583,5.938,2.167,1.75,2.667,3.167,1.958,2.917,2.438,4.5,4.333,4.167,4.333,4.417,4.25,4.333,1.563,2.563,1.958,0.167,2,0.647,0.005,0,0.819,0.001,0,0.256,0.029,0,0.701,0.003,0,0.848,0.001,0,0.701,0.003,0,0.002,0.194,1,0.733,0.003,0,0.61,0.006,0,0.112,0.056,0,0.299,0.024,0,0.395,0.017,0,0.049,0.085,1,0.93,0,0,0.338,0.021,0,0.372,0.018,0,1,0,0,0.372,0.018,0
kreativ,creative,7,4.052,13,6.25,5.917,6.417,6.167,6.083,6.292,6.188,2.917,2.583,3.083,4.25,2.75,3.667,3.208,5.167,4.5,5.167,5.417,4.833,5.292,5.063,5.667,5.083,5.917,4.667,5.375,5.292,5.333,5.167,5.5,5.667,4.818,5.333,5.261,5.298,2.167,1.833,2.5,2.182,2,2.348,2.17,6.313,6.188,1.75,0.441,2,0.525,0.009,0,0.374,0.018,0,0.899,0,0,0.089,0.064,0,0.434,0.014,0,0.162,0.044,0,0.315,0.023,0,0.646,0.005,0,0.315,0.023,0,0.867,0.001,0,0.071,0.072,0,0.504,0.01,0,0.838,0.001,0,0.564,0.008,0,0.189,0.04,0,0.125,0.054,0,0.142,0.049,0,0.972,0,0
kritisch,critical,8,20.751,10,4.25,4.417,5.25,5.5,4.333,5.375,4.854,5.333,5.083,5,5.167,5.208,5.083,5.146,5.75,5.083,5.25,5.667,5.417,5.458,5.438,2.917,3.25,3.75,3.417,3.083,3.583,3.333,5.667,5.417,6,5.5,5.542,5.75,5.646,2.75,2.833,3.25,3.636,2.792,3.435,3.106,5.625,5.438,1.5,0.527,2,0.018,0.121,1,0.625,0.005,0,0.922,0,0,0.724,0.003,0,0.906,0,0,0.556,0.008,0,0.901,0,0,0.708,0.003,0,0.11,0.057,0,0.297,0.025,0,1,0,0,0.485,0.011,0,0.528,0.009,0,0.258,0.029,0,0.704,0.003,0,0.034,0.1,1,0.435,0.014,0,0.613,0.006,0
lahm,lame,4,4.55,13,2.083,2.417,2.417,2.167,2.25,2.292,2.271,3,3,2.75,2.75,3,2.75,2.875,2.833,2.083,2.167,2.083,2.458,2.125,2.292,4.75,4.545,4.833,5.417,4.652,5.125,4.894,1.5,2.5,1.917,1.833,2,1.875,1.938,3.667,4.167,3.667,3.917,3.917,3.792,3.854,1.75,1.875,1.75,0.441,2,0.875,0.001,0,0.875,0.001,0,0.273,0.027,0,0.609,0.006,0,1,0,0,1,0,0,0.325,0.022,0,0.22,0.034,0,0.325,0.022,0,0.415,0.016,0,0.745,0.002,0,0.5,0.011,0,0.744,0.002,0,0.235,0.032,0,0.162,0.044,0,0.543,0.008,0,0.072,0.071,0,0.543,0.008,0
langsam,slowly,7,62.801,9,3,3.25,2.917,3,3.125,2.958,3.042,2.417,2.833,2.333,2.583,2.625,2.458,2.542,3.833,3.5,3.167,3.583,3.667,3.375,3.521,5.167,5.083,5.583,4.417,5.125,5,5.063,2.167,3.25,2.583,2.417,2.708,2.5,2.604,4.25,4.333,3.917,3.917,4.292,3.917,4.104,2.5,2.375,1.833,0.354,2,0.602,0.006,0,0.602,0.006,0,0.794,0.002,0,0.709,0.003,0,0.457,0.013,0,0.852,0.001,0,0.482,0.011,0,0.92,0,0,0.367,0.019,0,0.798,0.002,0,0.205,0.036,0,0.271,0.028,0,0.627,0.005,0,0.288,0.026,0,0.149,0.047,0,0.078,0.069,0,0.842,0.001,0,0.842,0.001,0
launisch,moody,8,0.628,15,2.083,2.083,1.583,1.917,2.083,1.75,1.917,5.5,5.167,5.5,5.083,5.333,5.292,5.313,2.583,2.25,3.417,2.333,2.417,2.875,2.646,4.417,3.25,4.455,3.727,3.833,4.091,3.957,3.25,3.417,1.75,2.5,3.333,2.125,2.729,2.917,3,2.917,3.667,2.958,3.292,3.125,1.875,1.75,1.208,0.441,1,0.167,0.043,0,0.486,0.011,0,0.486,0.011,0,0.911,0,0,0.317,0.023,0,0.911,0,0,0.23,0.033,0,0.066,0.075,0,0.324,0.022,0,0.647,0.005,0,0.097,0.064,0,0.696,0.004,0,0.006,0.159,1,0.279,0.027,0,0.489,0.011,0,0.277,0.027,0,0.176,0.041,0,0.277,0.027,0
lebhaft,lively,7,5.408,12,6.083,5.917,6.083,5.5,6,5.792,5.896,3.917,3.833,5.083,4.818,3.875,4.957,4.404,4.833,5.083,4.5,4.083,4.958,4.292,4.625,5.5,5.333,5.583,5.583,5.417,5.583,5.5,5.917,5.667,6,4.333,5.792,5.167,5.479,1.75,1.364,1.917,1.833,1.565,1.875,1.723,5.938,5.625,1.667,0.441,2,0.428,0.014,0,0.157,0.045,0,0.428,0.014,0,0.021,0.118,1,0.699,0.004,0,0.84,0.001,0,0.091,0.064,0,0.83,0.001,0,0.392,0.017,0,0.662,0.004,0,0.827,0.001,0,0.827,0.001,0,0.032,0.1,1,0.001,0.207,1,0.016,0.125,1,0.112,0.058,0,0.237,0.032,0,0.444,0.014,0
liberal,liberal,7,2.883,13,5.333,4.417,6.25,5.167,4.875,5.708,5.292,2.667,2.75,2.667,3.25,2.708,2.958,2.833,4.25,4.25,4,4.667,4.25,4.333,4.292,2.167,2.333,3.25,2.417,2.25,2.833,2.542,4.667,4.25,5.417,5.083,4.458,5.25,4.854,2.833,2.667,3.417,3.417,2.75,3.417,3.083,5.5,5.5,1.292,0.441,1,0.006,0.161,1,0.001,0.216,1,0.773,0.002,0,0.507,0.01,0,0.378,0.018,0,0.507,0.01,0,0.85,0.001,0,0.45,0.013,0,0.45,0.013,0,0.252,0.03,0,0.511,0.01,0,0.325,0.022,0,0.06,0.078,0,0.365,0.019,0,0.92,0,0,0.008,0.15,1,0.729,0.003,0,0.729,0.003,0
listig,wily,6,1.397,14,3,2.833,3.167,2.5,2.917,2.833,2.875,5,5.167,5.417,5.273,5.083,5.348,5.213,6,5.583,5.167,5.583,5.792,5.375,5.583,4,5.083,3.917,4,4.542,3.958,4.25,3,3.333,1.333,2,3.167,1.667,2.417,2.917,2.417,3.083,3.083,2.667,3.083,2.875,3.625,2.625,1.25,0.441,1,0.849,0.001,0,0.344,0.02,0,0.569,0.007,0,0.517,0.01,0,0.977,0,0,0.7,0.003,0,0.236,0.032,0,1,0,0,0.236,0.032,0,0.292,0.025,0,0.292,0.025,0,0.365,0.019,0,0,0.306,1,0.149,0.047,0,0.627,0.005,0,0.055,0.081,0,0.244,0.031,0,0.244,0.031,0
lustig,jovial,6,17.447,11,6.417,6.5,6,5.917,6.458,5.958,6.208,2.583,2.083,2.5,3.083,2.333,2.792,2.563,4.667,4.25,3.667,4.333,4.458,4,4.229,6.167,6.25,6.167,5.364,6.208,5.783,6,5.667,5.833,5.25,4.833,5.75,5.042,5.396,2.667,2.333,2.5,2.25,2.5,2.375,2.438,6.063,6.063,1.708,0.486,2,0.026,0.108,1,1,0,0,0.703,0.003,0,0.267,0.028,0,0.919,0,0,0.191,0.039,0,0.312,0.023,0,0.782,0.002,0,0.234,0.032,0,0.295,0.025,0,0.394,0.017,0,0.295,0.025,0,0.042,0.091,1,0.713,0.003,0,0.393,0.017,0,0.594,0.007,0,0.217,0.034,0,0.859,0.001,0
mitfuehlend,compassionate,10,0.457,16,6.083,5.333,5.917,5,5.708,5.458,5.583,3.167,2.833,2.75,3.75,3,3.25,3.125,4.917,4.833,5.167,4.083,4.875,4.625,4.75,3.75,4.25,4.917,3.333,4,4.125,4.063,6.083,5.25,6.25,4.833,5.667,5.542,5.604,3.333,3.167,3.917,3.917,3.25,3.917,3.583,5.938,6.188,1.083,0.333,1,0.414,0.015,0,0.009,0.147,1,0.785,0.002,0,0.593,0.007,0,0.477,0.012,0,0.158,0.045,0,0.575,0.007,0,0.194,0.038,0,0.264,0.028,0,0.802,0.001,0,0.281,0.026,0,0.042,0.091,1,0.684,0.004,0,0.001,0.236,1,0.344,0.02,0,0.01,0.142,1,0.737,0.003,0,0.737,0.003,0
moralisch,moral,9,8.094,12,3.25,3.083,3.667,3.917,3.167,3.792,3.479,4.917,5,4.5,4.182,4.958,4.348,4.66,5.083,4.5,3.75,4,4.792,3.875,4.333,2.833,3.083,3.833,2.833,2.958,3.333,3.146,3.833,3.333,3.75,4.417,3.583,4.083,3.833,4,4.083,3.917,3.5,4.042,3.708,3.875,4.563,4.563,1.208,0.441,1,0.086,0.066,0,0.907,0,0,0.561,0.008,0,0.06,0.08,0,0.715,0.003,0,0.533,0.009,0,0.009,0.144,1,0.624,0.006,0,0.224,0.033,0,0.46,0.012,0,0.46,0.012,0,0.221,0.034,0,0.269,0.028,0,0.853,0.001,0,0.199,0.037,0,0.146,0.047,0,0.464,0.012,0,0.273,0.027,0
muede,tired,4,18.234,11,3,3,2.667,3,3,2.833,2.917,3,2.333,1.583,1.917,2.667,1.75,2.208,2.167,2.083,2.25,2.25,2.125,2.25,2.188,6.333,6.333,5.583,6.083,6.333,5.833,6.083,3.5,3.583,2.75,3,3.542,2.875,3.208,4.167,4.167,4.167,3.667,4.167,3.917,4.042,2.375,2.938,2,0,2,0.6,0.006,0,0.6,0.006,0,0.6,0.006,0,0.017,0.122,1,0.655,0.005,0,0.184,0.04,0,0.706,0.003,0,0.9,0,0,0.9,0,0,0.136,0.05,0,0.451,0.013,0,0.451,0.013,0,0.159,0.045,0,0.722,0.003,0,0.859,0.001,0,0.297,0.025,0,0.297,0.025,0,0.297,0.025,0
mutig,brave,5,7.053,12,5.25,5.583,6.083,5.917,5.417,6,5.708,4.75,4.417,4.583,4.917,4.583,4.75,4.667,5.5,5.5,5.417,5.083,5.5,5.25,5.375,4.818,5.75,5.167,5,5.304,5.083,5.191,4.417,4.5,5.583,4.333,4.458,4.958,4.708,2.083,2.25,2.167,2.5,2.167,2.333,2.25,5.75,5.375,1.833,0.354,2,0.01,0.14,1,0.704,0.003,0,0.257,0.029,0,0.741,0.003,0,1,0,0,0.51,0.01,0,0.529,0.009,0,0.674,0.004,0,0.674,0.004,0,0.71,0.003,0,0.48,0.012,0,0.312,0.024,0,0.123,0.053,0,0.074,0.071,0,0.042,0.091,1,0.501,0.01,0,0.314,0.023,0,0.736,0.003,0
nachgiebig,compliant,10,0.446,16,3.583,3.833,4.25,4.167,3.708,4.208,3.958,2.5,2.833,2.75,3,2.667,2.875,2.771,3.833,4.333,4.083,3.75,4.083,3.917,4,2.833,2.75,3.917,2.917,2.792,3.417,3.104,4,4.167,4.667,4.5,4.083,4.583,4.333,3.417,3.583,3.833,3.667,3.5,3.75,3.625,3.625,5,1.125,0.167,1,0.196,0.038,0,0.828,0.001,0,0.664,0.004,0,0.488,0.011,0,0.333,0.021,0,0.889,0,0,0.67,0.004,0,0.831,0.001,0,0.289,0.026,0,0.237,0.032,0,0.305,0.024,0,0.384,0.017,0,0.255,0.029,0,1,0,0,0.703,0.003,0,0.268,0.028,0,1,0,0,0.458,0.013,0
naiv,naive,4,6.803,12,3.667,3.75,3.667,2.917,3.708,3.292,3.5,2.833,3.333,3.167,3,3.083,3.083,3.083,1.917,1.917,2.417,2.583,1.917,2.5,2.208,3.25,3.833,3.364,3,3.542,3.174,3.362,3.333,2.583,1.75,2.25,2.958,2,2.479,2.833,2.417,2.583,2.583,2.625,2.583,2.604,2.063,2.313,1.833,0.333,2,0.28,0.027,0,0.386,0.017,0,0.28,0.027,0,1,0,0,0.635,0.005,0,0.344,0.02,0,0.095,0.062,0,0.808,0.001,0,0.808,0.001,0,0.584,0.007,0,0.867,0.001,0,0.472,0.012,0,0.045,0.088,1,0.789,0.002,0,0.186,0.039,0,0.878,0.001,0,0.444,0.013,0,0.444,0.013,0
neidisch,jealous,8,2.827,13,1.5,1.917,1.583,1.75,1.708,1.667,1.688,6.083,5.583,4.667,4.833,5.833,4.75,5.292,2.583,2.667,3.667,3,2.625,3.333,2.979,3.917,4.25,3.917,4.333,4.083,4.125,4.104,3.167,3,1.75,1.417,3.083,1.583,2.333,2.75,2.417,2.583,2.75,2.583,2.667,2.625,1.5,1.75,1.417,0.527,1,0.855,0.001,0,0.205,0.036,0,0.584,0.007,0,0.001,0.213,1,0.599,0.006,0,0.295,0.025,0,0.066,0.075,0,0.441,0.014,0,0.323,0.022,0,0.941,0,0,0.503,0.01,0,0.941,0,0,0,0.322,1,0.45,0.013,0,0.801,0.001,0,0.745,0.002,0,0.745,0.002,0,0.332,0.021,0
nervoes,nervous,6,12.178,11,2.25,1.917,1.917,2.167,2.083,2.042,2.063,6,5.75,6,5.583,5.875,5.792,5.833,2.583,2.167,3,2.364,2.375,2.696,2.532,4.75,5.417,5.455,4.583,5.083,5,5.043,3.167,2.917,2.583,2.75,3.042,2.667,2.854,3,2.583,3.167,2.5,2.792,2.833,2.813,2.5,2.688,2,0,2,0.866,0.001,0,0.866,0.001,0,0.241,0.031,0,0.755,0.002,0,0.216,0.035,0,0.755,0.002,0,0.479,0.012,0,0.227,0.034,0,0.799,0.002,0,0.886,0,0,0.82,0.001,0,0.093,0.064,0,0.378,0.018,0,0.922,0,0,0.623,0.006,0,0.88,0.001,0,0.054,0.082,0,0.65,0.005,0
neutral,neutral,7,4.311,13,3.583,4,5,4.75,3.792,4.875,4.333,3.583,3.75,3.667,3.75,3.667,3.708,3.688,3.833,3.833,3.583,3.833,3.833,3.708,3.771,2.636,2.083,3,3.167,2.348,3.083,2.723,3.25,3,5.583,4.25,3.125,4.917,4.021,3.167,3.333,3.333,3.583,3.25,3.458,3.354,4,3.938,1.5,0.433,2,0.001,0.216,1,0.79,0.002,0,0.29,0.025,0,0.874,0.001,0,0.635,0.005,0,0.874,0.001,0,0.717,0.003,0,0.717,0.003,0,0.717,0.003,0,0.117,0.056,0,0.671,0.004,0,0.43,0.015,0,0,0.288,1,0.069,0.073,0,0.209,0.036,0,0.312,0.023,0,0.312,0.023,0,0.839,0.001,0
normal,normal,6,22.15,10,3.417,3.833,4.833,4.917,3.625,4.875,4.25,3.167,3.833,2.833,3.333,3.5,3.083,3.292,3.75,4.083,3.417,4.417,3.917,3.917,3.917,1.833,2.167,3.083,2.917,2,3,2.5,4,4,5.417,5.333,4,5.375,4.688,3.083,2.917,3.167,3.5,3,3.333,3.167,3.938,4.188,1.833,0.354,2,0,0.276,1,0.417,0.015,0,0.588,0.007,0,0.229,0.033,0,0.095,0.062,0,0.808,0.001,0,1,0,0,0.06,0.078,0,0.34,0.021,0,0.023,0.112,1,0.845,0.001,0,0.559,0.008,0,0.002,0.195,1,0.922,0,0,0.922,0,0,0.082,0.067,0,0.658,0.004,0,0.189,0.039,0
offen,open-minded,5,93.39,8,6.25,5.917,6.5,6.167,6.083,6.333,6.208,2.417,2.417,3.167,3.583,2.417,3.375,2.896,5.167,4.833,4.167,3.833,5,4,4.5,3.083,3.75,5.167,4,3.417,4.583,4,6,5.833,6.167,5.5,5.917,5.833,5.875,1.917,1.75,2.583,2.917,1.833,2.75,2.292,6,6,1.333,0.527,1,0.342,0.021,0,0.207,0.036,0,1,0,0,0.015,0.126,1,0.587,0.007,0,0.587,0.007,0,0.015,0.127,1,0.404,0.016,0,1,0,0,0.051,0.084,0,0.67,0.004,0,0.122,0.053,0,0.775,0.002,0,0.158,0.045,0,0.393,0.017,0,0.001,0.224,1,0.748,0.002,0,0.337,0.021,0
